PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103225241,,,Active,,,,0.57,Ki,=,570,nM
2,504796102,172440607,C1=CC(=CC(=C1)F)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
3,504801251,172444187,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
4,504802570,172445088,C1=CC=C(C=C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
5,504806068,172447520,C1=CC(=CC(=C1)I)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
6,504807640,172448617,C1CC1NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
7,504809938,172450206,C1=CC(=CC(=C1)Br)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
8,504812048,172451680,C1=CC=C(C=C1)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
9,504812796,172452190,CC1=CC=CC=C1CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
10,504816264,172454588,C1=CC(=CC(=C1)Cl)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.17,Ki,=,170,nM
11,504833648,172466680,CC1=CC(=CC=C1)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
12,504836121,172468417,C1=CC=C(C=C1)CCNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
13,504840643,172471573,CC1=CC=C(C=C1)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CSCC[C@H](C(=O)O)N)O)O,Active,,,,0.15,Ki,=,150,nM
