PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,160668537,916641,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2,Active,,,,5.57,EC50,=,5570,nM
2,160668538,833351,CC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,,,,1.91,EC50,=,1910,nM
3,160668539,53372028,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC(=C2Cl)C(F)(F)F,Active,,,,1.83,EC50,=,1830,nM
4,160668540,916635,CC1=CC(=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C)C,Active,,,,1.06,EC50,=,1060,nM
5,160668541,70681854,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)NC.Cl,Active,,,,1.16,EC50,=,1160,nM
6,160668542,70681855,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N(C)C.Cl,Active,,,,2.43,EC50,=,2430,nM
7,160668562,53372566,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3Cl)N,Active,,,,0.06,EC50,=,60,nM
8,160668563,53372692,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)N=C(C3=CC=CC=C3Cl)N)OC,Active,,,,1.75,EC50,=,1750,nM
9,160673868,136244217,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3Cl)OC)SCC(=O)OC(C)(C)C,Unspecified,,,,25,EC50,>,25000,nM
10,160673869,2901416,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2[N+](=O)[O-],Active,,,,3.64,EC50,=,3640,nM
11,160673870,5138720,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)[N+](=O)[O-],Active,,,,4.08,EC50,=,4080,nM
12,160673871,4505331,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2C(=O)O,Unspecified,,,,25,EC50,>,25000,nM
13,160673872,880288,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=N2,Unspecified,,,,25,EC50,>,25000,nM
14,160673873,2294951,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=C(C=C(C=C2)Cl)Cl,Unspecified,,,,25,EC50,>,25000,nM
15,160673874,1340630,CC1=C(C=CC=C1Cl)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,,,,6.47,EC50,=,6470,nM
16,160673875,2298993,CC1=C(C=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C)C,Active,,,,3.93,EC50,=,3930,nM
17,160673890,70683975,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=NC=CN3)OC,Unspecified,,,,25,EC50,>,25000,nM
18,160673891,70683976,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC(=CC=C3)NC)OC.Cl,Active,,,,1.63,EC50,=,1630,nM
19,160673892,70683978,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=C(C=C3)NC)OC.Cl,Active,,,,0.81,EC50,=,810,nM
20,160673893,2293524,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=NC(=CS2)C3=CC(=C(C=C3)OC)OC,Unspecified,,,,25,EC50,>,25000,nM
21,160679176,136015145,CCSC(=NC1=CC=CC=C1Cl)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,,,,1.91,EC50,=,1910,nM
22,160679177,136015144,CCSC(=NC1=CC(=C(C=C1)NC(=O)C2=CC=CC=C2Cl)OC)NC(=O)C3=CC=C(C=C3)C(C)(C)C,Active,,,,0.23,EC50,=,230,nM
23,160679178,136244270,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3Cl)OC)N,Unspecified,,,,25,EC50,>,25000,nM
24,160679179,833235,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)Cl,Unspecified,,,,25,EC50,>,25000,nM
25,160679180,1328458,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)C(=O)O,Unspecified,,,,25,EC50,>,25000,nM
26,160679181,1226900,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2OC,Active,,,,1.39,EC50,=,1390,nM
27,160679182,916634,CC1=CC(=C(C=C1)C)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,,,,2.86,EC50,=,2860,nM
28,160679196,53372810,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3N)OC,Active,,,,2.61,EC50,=,2610,nM
29,160679197,70686096,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=C(C=C3)N)OC.Cl,Unspecified,,,,19.96,EC50,=,19960,nM
30,160679198,70686097,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)CCN(C)C)OC,Unspecified,,,,25,EC50,>,25000,nM
31,160679199,70686098,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)CC(=O)O)OC,Unspecified,,,,25,EC50,>,25000,nM
32,160679200,4594268,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)CN3CCCCC3,Unspecified,,,,25,EC50,>,25000,nM
33,160679201,1790515,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)N(C)CC3=CC=CC=C3,Unspecified,,,,25,EC50,>,25000,nM
34,160679202,1791073,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3CCCCC3,Unspecified,,,,25,EC50,>,25000,nM
35,160679203,70686099,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)NC3=CN=CC=C3.Cl,Unspecified,,,,24.5,EC50,=,24500,nM
36,160679204,70686100,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NCC3=CC=CC=C3Cl)OC,Active,,,,0.34,EC50,=,340,nM
37,160684512,136266898,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3Cl)OC)SCCN(C)C,Unspecified,,,,25,EC50,>,25000,nM
38,160684513,70688219,CC(C)(C)C1=CC=C(C=C1)CNC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3Cl)OC,Unspecified,,,,25,EC50,>,25000,nM
39,160684514,2292233,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=C(C=CC(=C2)C(F)(F)F)Cl,Active,,,,1,EC50,=,1000,nM
40,160684515,916633,CC1=CC(=CC(=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C)C,Active,,,,3.48,EC50,=,3480,nM
41,160684545,70688229,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC(=CC=C3)N)OC,Unspecified,,,,25,EC50,>,25000,nM
42,160684546,70688230,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)CCC(=O)O)OC,Unspecified,,,,25,EC50,>,25000,nM
43,160684547,979164,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)CN3CCOCC3,Unspecified,,,,25,EC50,>,25000,nM
44,160689902,53372948,CCN(C1=CC(=C(C=C1)NC(=O)C2=CC=CC=C2Cl)OC)C(=S)NC(=O)C3=CC=C(C=C3)C(C)(C)C,Unspecified,,,,10.1,EC50,=,10100,nM
45,160689903,70690237,CC(C)(C)C1=CC=C(C=C1)/C(=N/C(=S)NC2=CC=CC=C2Cl)/N.Cl,Unspecified,,,,25,EC50,>,25000,nM
46,160689904,883296,CC1=CC=CC=C1NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,,,,0.83,EC50,=,830,nM
47,160689905,916680,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2CCCCC2,Active,,,,4.92,EC50,=,4920,nM
48,160689906,53372036,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=C(C=CC(=C2)OC(F)(F)F)Cl,Active,,,,1.9,EC50,=,1900,nM
