PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,194160974,66694043,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@H]1[C@H]([C@]2(CCO2)[C@@H](O1)N3C=CC(=O)NC3=O)O)OC4=CC=CC=C4,Unspecified,,,,100,EC50,>,100000,nM
2,482050291,156679972,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@]1([C@H]([C@]2(CCS2)[C@@H](O1)N3C=CC(=O)NC3=O)O)N=[N+]=[N-])OC4=CC=CC=C4,Unspecified,,,,100,EC50,>,100000,nM
3,482051992,137526131,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@H]1[C@H]([C@]2(CCS2)[C@@H](O1)N3C=CC(=O)NC3=O)O)OC4=CC=CC=C4,Unspecified,,,,22.4,EC50,=,22400,nM
4,482058669,156357663,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@]1([C@H]([C@]2(CCO2)[C@@H](O1)N3C=CC(=O)NC3=O)O)F)OC4=CC=CC=C4,Unspecified,,,,100,EC50,>,100000,nM
5,482076422,137526310,CCCCOC(=O)[C@H](C)NP(=O)(OC[C@@]1([C@H]([C@]2(CCS2)[C@@H](O1)N3C=CC(=O)NC3=O)O)F)OC4=CC=CC=C4,Active,,,,2.87,EC50,=,2870,nM
6,482077184,151472722,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@]1([C@H]([C@]2(CCS2)[C@@H](O1)N3C=CC(=O)NC3=O)O)F)OC4=CC=CC=C4,Active,,,,3.25,EC50,=,3250,nM
7,482077845,168291444,C[C@@H](C(=O)OC(C)C)N[P@@](=O)(OC[C@@]1([C@H]([C@]2(CCS2)[C@@H](O1)N3C=CC(=O)NC3=O)O)F)OC4=CC=CC=C4,Active,,,,3.18,EC50,=,3180,nM
8,482082313,168294545,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@]1([C@H]([C@]2(CCS2)[C@@H](O1)N3C=CC(=O)NC3=O)O)F)OC4=CC=CC=C4,Active,,,,4.6,EC50,=,4600,nM
