PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103567492,501640,CCCCCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,Active,,,,4,EC50,=,4000,nM,
2,103567492,501640,CCCCCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,Inconclusive,,,Potential missing data,,EC90,,,,Not Determined
3,124956527,16066800,C1CCC(CC1)(CCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O)O,Active,,,,4.5,EC50,=,4500,nM,
4,124956527,16066800,C1CCC(CC1)(CCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O)O,Inconclusive,,,Potential missing data,,EC90,,,,Not Determined
5,124963141,52936275,C[C@@H]1CCCCC1OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Active,,,,3.5,EC50,=,3500,nM,
6,124963141,52936275,C[C@@H]1CCCCC1OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,33,EC90,=,33,uM,
7,124969775,45137165,CC1=CC(=C(C=C1)C)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Active,,,,1.5,EC50,=,1500,nM,
8,124969775,45137165,CC1=CC(=C(C=C1)C)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,20,EC90,=,20,uM,
9,124972378,53324749,C[C@@H]1CC[C@H](C(C1)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O)C(C)C,Active,,,,4.75,EC50,=,4750,nM,
10,124972378,53324749,C[C@@H]1CC[C@H](C(C1)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O)C(C)C,Unspecified,,,,19,EC90,=,19,uM,
11,124974965,45137161,CC1CCC(CC1)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
12,124974965,45137161,CC1CCC(CC1)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Inconclusive,,,Potential missing data,,EC90,,,,Not Determined
