PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,461542856,52092897,COC1=CC=CC(=C1)NC2=C3C=C(C=CC3=NC=C2)C(F)(F)F,Active,,,,1.5,EC90,=,1.5,uM
2,461542856,52092897,COC1=CC=CC(=C1)NC2=C3C=C(C=CC3=NC=C2)C(F)(F)F,Active,,,,0.82,EC50,=,820,nM
3,482067801,168284152,CNC1=CC(=CC=C1)NC2=C3C=C(C=CC3=NC=C2)Br,Active,,,,0.69,EC90,=,0.69,uM
4,482067801,168284152,CNC1=CC(=CC=C1)NC2=C3C=C(C=CC3=NC=C2)Br,Active,,,,0.24,EC50,=,240,nM
5,482075611,168289803,C1=CC2=NC=CC(=C2C=C1Br)NC3=C(C=C4C=NNC4=C3)F,Active,,,,4,EC90,=,4,uM
6,482075611,168289803,C1=CC2=NC=CC(=C2C=C1Br)NC3=C(C=C4C=NNC4=C3)F,Active,,,,0.69,EC50,=,690,nM
7,482080743,168293527,C1=CC2=C(C=C1NC3=C4C=C(C=CC4=NC=C3)Br)C(=O)N=C2,Active,,,,1.5,EC90,=,1.5,uM
8,482080743,168293527,C1=CC2=C(C=C1NC3=C4C=C(C=CC4=NC=C3)Br)C(=O)N=C2,Active,,,,0.64,EC50,=,640,nM
9,482080964,57857973,C1=CC(=CC(=C1)O)NC2=C3C=C(C=CC3=NC=C2)Br,Active,,,,3.2,EC90,=,3.2,uM
10,482080964,57857973,C1=CC(=CC(=C1)O)NC2=C3C=C(C=CC3=NC=C2)Br,Active,,,,0.63,EC50,=,630,nM
