PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103558810,72378,C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2C1=C[C@@H]([C@H]5O)O)OCO4,Active,,,,0.4,EC50,=,400,nM
2,103558822,443672,CC(=O)O[C@@H]1[C@H](C=C2CCN3[C@H]2[C@@H]1C4=CC5=C(C=C4C3)OCO5)O,Active,,,,0.4,EC50,=,400,nM
3,103617862,7074739,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N1,Unspecified,,,,11.2,EC50,=,11200,nM
4,103698066,14413777,C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2C1=CC(=O)[C@H]5O)OCO4,Active,,,,0.4,EC50,=,400,nM
5,336887869,10467786,C1[C@H](CN2[C@@H]1C(=O)N[C@H](C2=O)CC3=CC=CC=C3)O,Unspecified,,,,11.2,EC50,=,11200,nM
6,336887870,21575352,CC(C)C[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N1)O,Unspecified,,,,11.2,EC50,=,11200,nM
7,440111363,44631891,CC(=O)O[C@H]1[C@@H]2[C@H]3C(=CC1=O)CCN3CC4=CC5=C(C=C24)OCO5,Active,,,,0.4,EC50,=,400,nM
8,440131488,92466460,CC[C@@](C)(CCCCC[C@H]1C=CC(=O)O1)O,Unspecified,,,,11.2,EC50,=,11200,nM
9,440136492,53231603,CC[C@@H](C1=CC(=C(C=C1OC)OC)OC)[C@H](C)[C@H](C2=CC(=C(C=C2OC)OC)OC)/C(=C/C3=CC(=C(C=C3OC)OC)OC)/C,Active,,,,3.9,EC50,=,3900,nM
