PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103580008,3034112,C[C@@]12CC[C@@H]3[C@]4(C=CC(=O)C([C@@H]4C[C@H]([C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)O)(C)C)C,Unspecified,,,,105,CC50,=,105000,nM
2,103616678,44575315,C[C@@]12CC[C@H]3C(=C1CC(=O)O[C@H]2C4=CC=CO4)C[C@H]5[C@H](C([C@@H]([C@@]3(C5=O)C)[C@H](C(=O)OC)O)(C)C)O,Unspecified,,,,68,CC50,=,68000,nM
3,103618293,21596327,C[C@@]12CC[C@H]3C(=C)[C@]1(CC(=O)O[C@H]2C4=COC=C4)O[C@@H]5[C@]3([C@H](C(C(=O)C5)(C)C)CC(=O)OC)C,Unspecified,,,,116,CC50,=,116000,nM
4,103619997,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,56,CC50,=,56000,nM
5,312371338,118722307,CC[C@H](C)C(=O)O[C@@H]1[C@H]2[C@@H]3[C@]4(O3)[C@@H]5CC(=O)O[C@H]([C@@]5(CCC4[C@@](C2=O)([C@H](C1(C)C)[C@H](C(=O)OC)O)C)C)C6=COC=C6,Unspecified,,,,200,CC50,>,200000,nM
6,312371339,14587331,C/C=C(\C)/C(=O)O[C@@H]1[C@H]2C=C3[C@H](CC[C@@]4([C@H]3CC(=O)O[C@H]4C5=COC=C5)C)[C@@](C2=O)([C@H](C1(C)C)[C@H](C(=O)OC)OC(=O)C)C,Unspecified,,,,83,CC50,=,83000,nM
