PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,124963934,44633776,C#C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC3=C(N=CN=C32)N)CO)O)O,Unspecified,,,,100,CC50,=,100000,nM,
2,504795046,172439864,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NC4CCC4,Unspecified,,,,100,CC50,>,100000,nM,
3,504796965,172441210,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NC(CC)CC,Unspecified,,,,100,CC50,>,100000,nM,
4,504797475,172441578,C1=CC=C(C=C1)CNC(=O)C2=CC=CC=C2NS(=O)(=O)C3=CC=CC4=C3N=CC=C4,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
5,504797623,172441684,COC1=C(C=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5)OC,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
6,504799073,172442672,C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)F)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
7,504799399,172442897,CCC1=CC(=CC=C1)OC2=CC(=C(C=C2)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4)C(=O)NCC5=CC6=C(C=C5)OCO6,Unspecified,,,,100,CC50,>,100000,nM,
8,504800078,172443371,COC1=C(C=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C)OC,Unspecified,,,,100,CC50,=,100000,nM,
9,504802550,172445074,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCCN4CCCCC4,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
10,504802820,172445272,C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C4=CC=CS4,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
11,504803313,172445616,C1COCCN1S(=O)(=O)NC2=C(C=C(C=C2)OC3=CC(=CC=C3)Br)C(=O)NCC4=CC=CC=C4,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
12,504803335,172445634,C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5,Unspecified,,,,100,CC50,>,100000,nM,
13,504803816,172445967,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)N(CC)CC4=CC=CC=C4,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
14,504804473,172446427,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCCCC4=CC=CC=C4,Unspecified,,,,100,CC50,>,100000,nM,
15,504806164,172447590,COC1=CC(=C(C=C1)C(=O)NCC2=CC=CC=C2)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
16,504808337,172449095,C1CCC(CC1)COC2=CC(=C(C=C2)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4)C(=O)NCC5=CC=CC=C5,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
17,504808437,172449166,COC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCC4=CC=CC=C4,Unspecified,,,,100,CC50,>,100000,nM,
18,504809399,172449841,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCC4CCCCC4,Unspecified,,,,100,CC50,>,100000,nM,
19,504809486,172449907,CCCOC1=C(C=CC(=C1)C(=O)NCC2=CC=CC=C2)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
20,504809964,172450227,CS(=O)(=O)NC1=C(C=C(C=C1)OC2=CC(=CC=C2)Br)C(=O)NCC3=CC(=C(C=C3)F)F,Unspecified,,,,40.3,CC50,=,40300,nM,
21,504812426,172451928,C1COC2=C1C=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)OC4=CC(=CC=C4)Br)C(=O)NCC5=CC=CC=C5,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
22,504814244,172453193,CCCOC1=CC(=C(C=C1)NC(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCC4=CC=CC=C4,Unspecified,,,,100,CC50,>,100000,nM,
23,504816691,172454876,C1=CC2=C(C(=C1)S(=O)(=O)NC3=C(C=C(C=C3)OC4=CC(=CC=C4)Br)C(=O)NCC5=CC(=C(C=C5)F)F)N=CC=C2,Unspecified,,,,100,CC50,>,100000,nM,
24,504818878,172456418,CCC1=CC(=CC=C1)OC2=CC(=C(C=C2)NS(=O)(=O)C)C(=O)N[C@H](C)C3=CC=CC=C3,Unspecified,,,,51.1,CC50,=,51100,nM,
25,504820392,172457452,C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C4=CC(=C(C=C4)F)F,Unspecified,,,,44.5,CC50,=,44500,nM,
26,504820773,172457723,C1=CC2=C(C(=C1)S(=O)(=O)NC3=C(C=C(C=C3)OC4=CC(=CC=C4)Br)C(=O)N)N=CC=C2,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
