PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312392786,90467922,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCOCC4)N,Active,,,,8.05,EC90,=,8.05,uM
2,312392786,90467922,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCOCC4)N,Active,,,,1.844,EC50,=,1844,nM
3,404652556,134817201,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,1.76,EC90,=,1.76,uM
4,404652556,134817201,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.82,EC50,=,820,nM
5,404652804,145950059,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCNC(=O)C4)N,Active,,,,4.03,EC50,=,4030,nM
6,404652804,145950059,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCNC(=O)C4)N,Unspecified,,,,10,EC90,>,10,uM
7,404654563,145951292,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CC5(C4)COC5)N,Active,,,,7.12,EC50,=,7120,nM
8,404654563,145951292,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CC5(C4)COC5)N,Unspecified,,,,10,EC90,>,10,uM
9,404654596,145951319,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC(CC4)(F)F)N,Unspecified,,,,10,EC90,>,10,uM
10,404654596,145951319,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC(CC4)(F)F)N,Unspecified,,,,10,EC50,>,10000,nM
11,404654789,145951454,C[C@H]1CN(CCO1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,2.9,EC90,=,2.9,uM
12,404654789,145951454,C[C@H]1CN(CCO1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,1.1,EC50,=,1100,nM
13,404655841,145952191,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CC5CCC(C4)O5)N,Active,,,,2.735,EC50,=,2735,nM
14,404655841,145952191,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CC5CCC(C4)O5)N,Unspecified,,,,10,EC90,>,10,uM
15,404658249,145953839,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCOCC4)N,Active,,,,4.15,EC90,=,4.15,uM
16,404658249,145953839,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCOCC4)N,Active,,,,2,EC50,=,2000,nM
17,404660371,145955311,C[C@H]1COCCN1C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,1.34,EC90,=,1.34,uM
18,404660371,145955311,C[C@H]1COCCN1C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.47,EC50,=,470,nM
19,404660876,145955669,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCCC4)N,Active,,,,5.72,EC50,=,5720,nM
20,404660876,145955669,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCCC4)N,Unspecified,,,,10,EC90,>,10,uM
21,404661598,145956156,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC(CC4)C(=O)N)N,Unspecified,,,,10,EC90,>,10,uM
22,404661598,145956156,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC(CC4)C(=O)N)N,Unspecified,,,,10,EC50,>,10000,nM
23,404661665,145956199,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCS(=O)(=O)CC4)N,Active,,,,5.305,EC50,=,5305,nM
24,404661665,145956199,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCS(=O)(=O)CC4)N,Unspecified,,,,10,EC90,>,10,uM
25,404662438,145956750,C[C@@H]1COCCN1C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Unspecified,,,,10,EC90,>,10,uM
26,404662438,145956750,C[C@@H]1COCCN1C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Unspecified,,,,10,EC50,>,10000,nM
27,404662981,145957113,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC(CC4)C#N)N,Active,,,,0.56,EC90,=,0.56,uM
28,404662981,145957113,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC(CC4)C#N)N,Active,,,,0.18,EC50,=,180,nM
29,404663730,145957629,CC1CN(CCO1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,2.74,EC90,=,2.74,uM
30,404663730,145957629,CC1CN(CCO1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.76,EC50,=,760,nM
31,404664648,145958282,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)NC4CCOCC4)N,Unspecified,,,,20,EC90,>,20,uM
32,404664648,145958282,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)NC4CCOCC4)N,Unspecified,,,,20,EC50,>,20000,nM
33,404666377,145959491,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC(CC4)N)N,Active,,,,6.38,EC50,=,6380,nM
34,404666377,145959491,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC(CC4)N)N,Unspecified,,,,10,EC90,>,10,uM
35,404666773,145959760,C[C@@H]1CN(CCO1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,6.5,EC90,=,6.5,uM
36,404666773,145959760,C[C@@H]1CN(CCO1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,2.09,EC50,=,2090,nM
37,404667362,145960163,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)C(=O)N)N,Active,,,,5.28,EC50,=,5280,nM
38,404667362,145960163,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)C(=O)N)N,Unspecified,,,,10,EC90,>,10,uM
39,404667954,145960562,C[C@@H]1CN(C[C@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,2.15,EC90,=,2.15,uM
40,404667954,145960562,C[C@@H]1CN(C[C@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.7,EC50,=,700,nM
41,404686317,145972935,CC1(CN(CCO1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC)C,Active,,,,3.92,EC90,=,3.92,uM
42,404686317,145972935,CC1(CN(CCO1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC)C,Active,,,,0.8416,EC50,=,841.6,nM
