PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312362510,118716882,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C(\C#N)/C(=O)NC4=NN=C(S4)SCC5=CC=CC=C5,Active,,,,4.44,IC50,=,4440,nM
2,312362511,118716883,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C(\C#N)/C(=O)NC4=NN=C(S4)C(F)(F)F,Unspecified,,,,10.07,IC50,=,10070,nM
3,312362512,5841996,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C\4/C(=N)N5C(=NC4=O)SC(=N5)SCC6=CC=CC=C6,Active,,,,6.09,IC50,=,6090,nM
4,312362513,118716884,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C(\C#N)/C(=O)NC4=NN=C(S4)SCC5=CC=C(C=C5)F,Active,,,,3.72,IC50,=,3720,nM
5,312362515,118716886,COC1=CC=C(C=C1)CC2=NN=C(S2)NC(=O)/C(=C/C3=CN(C4=CC=CC=C43)CC5=CC=CC=C5)/C#N,Active,,,,3.44,IC50,=,3440,nM
6,312362520,101880434,C1=CC=C(C=C1)CSC2=NN=C(S2)NC(=O)/C(=C/C3=CN(C4=CC=CC=C43)CC5=CC=CC=C5F)/C#N,Active,,,,3.58,IC50,=,3580,nM
7,312362521,101880433,C1=CC=C(C=C1)CSC2=NN=C(S2)NC(=O)/C(=C/C3=CN(C4=CC=CC=C43)CC5=CC=C(C=C5)F)/C#N,Active,,,,2.24,IC50,=,2240,nM
8,312362524,101880436,C1=CC=C(C=C1)CSC2=NN=C(S2)NC(=O)/C(=C/C3=CN(C4=CC=CC=C43)CC5=CC=CC=C5C#N)/C#N,Active,,,,2.86,IC50,=,2860,nM
