PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103164864,65087,C1=CC=C2C(=C1)C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
2,103376389,13844688,CN(C)C1=CC=CC2=C1C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
3,103376598,456246,C1=CC2=C(C(=C1)F)C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
4,103376626,461900,CCOC1=CC=CC2=C1C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
5,103376736,24778167,CCCCOC1=CC=CC2=C1C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
6,103376778,213752,COC1=CC=CC2=C1C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
7,103376868,4308266,C1=CC=C(C=C1)OC2=CC=CC3=C2C(=NC(=N3)N)N,Unspecified,,,,10,CC50,>,10000,nM
8,103377261,11536300,C1=CC=C(C=C1)COC2=CC=CC3=C2C(=NC(=N3)N)N,Unspecified,,,,10,CC50,>,10000,nM
9,103557859,44445432,CC(C)(C)COC1=CC=CC2=C1C(=NC(=N2)N)N,Active,,,,0.65,CC50,=,650,nM
10,160668640,70681873,COC1=CC2=C(C=C1)C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
11,160668641,57377785,C1CCC(C1)OC2=CC=CC3=C2C(=NC(=N3)N)N,Unspecified,,,,10,CC50,>,10000,nM
12,160668642,57386546,CC(C)(C)S(=O)(=O)C1=CC=CC2=C1C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
13,160673982,21824863,C1=CC=C(C=C1)OC2=CC3=C(C=C2)N=C(N=C3N)N,Unspecified,,,,10,CC50,>,10000,nM
14,160679283,461907,COC1=CC2=C(C=C1)N=C(N=C2N)N,Unspecified,,,,10,CC50,>,10000,nM
15,160679284,57377787,C1CCC(CC1)OC2=CC=CC3=C2C(=NC(=N3)N)N,Unspecified,,,,10,CC50,>,10000,nM
16,160684641,57386543,C1=CC=C(C=C1)OC2=CC3=C(C=C2)C(=NC(=N3)N)N,Unspecified,,,,10,CC50,>,10000,nM
17,160684642,11594453,CCCCCCCCOC1=CC=CC2=C1C(=NC(=N2)N)N,Active,,,,0.73,CC50,=,730,nM
18,160684643,461904,C1=CC2=C(C(=C1)OCC(F)(F)F)C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
19,160690019,12320026,COC1=CC=CC2=C1N=C(N=C2N)N,Unspecified,,,,10,CC50,>,10000,nM
20,160690020,24778294,CC(C)(C)OC1=CC=CC2=C1C(=NC(=N2)N)N,Unspecified,,,,10,CC50,>,10000,nM
21,160695456,57386542,C1=CC=C(C=C1)OC2=CC=CC3=C2N=C(N=C3N)N,Active,,,,0.55,CC50,=,550,nM
22,160706096,57386544,CC(C)(C)NC1=CC=CC2=C1C(=NC(=N2)N)N,Active,,,,2.5,CC50,=,2500,nM
23,160706097,22386585,C1CCN(C1)C2=CC=CC3=C2C(=NC(=N3)N)N,Active,,,,1.2,CC50,=,1200,nM
24,160706098,57386545,CC(C)(C)SC1=CC=CC2=C1C(=NC(=N2)N)N,Active,,,,5.3,CC50,=,5300,nM
