PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,440122179,155518751,COC1=CC=CC(=C1)CN2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC(=CC=C6)C(=N)N,Active,,,,6.6,EC50,=,6600,nM,
2,440207206,155560583,COC1=CC(=CC=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC(=CC=C6)C(=N)N,Unspecified,,,,26.2,EC50,=,26200,nM,
3,469798801,164609044,COC1=C(C=C(C=C1)CN2C3=C(C4=C2C=CC(=C4)C5=CC(=CC=C5)/C(=N/O)/N)C=C(C=C3)C6=CC(=CC=C6)/C(=N/O)/N)F,Active,,,,6.9,EC50,=,6900,nM,
4,469800941,164610579,C1=CC(=CC(=C1)/C(=N/O)/N)C2=CC3=C(N(C4=C3C=C(C=C4)C5=CC(=CC=C5)/C(=N/O)/N)S(=O)(=O)C6=CC=CC(=C6)C(F)(F)F)C=C2,Active,,,,5,EC50,=,5000,nM,
5,469801888,163322263,C1=CC(=CC(=C1)Br)CN2C3=C(C4=C2C=CC(=C4)C5=CC(=CC=C5)/C(=N/O)/N)C=C(C=C3)C6=CC(=CC=C6)/C(=N/O)/N,Active,,,,1.1,EC50,=,1100,nM,
6,469801907,164611282,C1=CC(=CC(=C1)/C(=N/O)/N)C2=CC3=C(N(C4=C3C=C(C=C4)C5=CC(=CC=C5)/C(=N/O)/N)S(=O)(=O)C6=CC(=C(C=C6)Br)F)C=C2,Active,,,,7.8,EC50,=,7800,nM,
7,469802558,164611748,C1=CC2=C(N=CC=C2)C(=C1)S(=O)(=O)N3C4=C(C5=C3C=CC(=C5)C6=CC(=CC=C6)/C(=N/O)/N)C=C(C=C4)C7=CC(=CC=C7)/C(=N/O)/N,Active,,,,8.5,EC50,=,8500,nM,
8,469803077,164612133,COC1=CC(=C(C=C1)OC)S(=O)(=O)N2C3=C(C4=C2C=CC(=C4)C5=CC(=CC=C5)/C(=N/O)/N)C=C(C=C3)C6=CC(=CC=C6)/C(=N/O)/N,Active,,,,5.1,EC50,=,5100,nM,
9,469803364,164612343,CC1=CC=CC=C1S(=O)(=O)N2C3=C(C4=C2C=CC(=C4)C5=CC(=CC=C5)/C(=N/O)/N)C=C(C=C3)C6=CC(=CC=C6)/C(=N/O)/N,Active,,,,8.6,EC50,=,8600,nM,
10,469803842,164612705,COC1=C(C=C(C=C1)S(=O)(=O)N2C3=C(C4=C2C=CC(=C4)C5=CC(=CC=C5)/C(=N/O)/N)C=C(C=C3)C6=CC(=CC=C6)/C(=N/O)/N)OC,Active,,,,5.7,EC50,=,5700,nM,
11,469805755,164614042,C1=CC(=CC(=C1)C(=N)N)C2=CC3=C(C=C2)N(C4=C3C=C(C=C4)C5=CC(=CC=C5)C(=N)N)S(=O)(=O)C6=CC=CC(=C6)C(F)(F)F,Active,,,,7.3,EC50,=,7300,nM,
12,469806149,164614328,C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)N2C3=C(C4=C2C=CC(=C4)C5=CC(=CC=C5)/C(=N/O)/N)C=C(C=C3)C6=CC(=CC=C6)/C(=N/O)/N,Active,,,,5.3,EC50,=,5300,nM,
13,469806291,164614430,C1=CC(=CC(=C1)/C(=N/O)/N)C2=CC3=C(N(C4=C3C=C(C=C4)C5=CC(=CC=C5)/C(=N/O)/N)S(=O)(=O)C6=CC(=CC=C6)Cl)C=C2,Active,,,,7.6,EC50,=,7600,nM,
14,469806611,164614654,C1OC2=C(O1)C=CC(=C2)CN3C4=C(C5=C3C=CC(=C5)C6=CC(=CC=C6)/C(=N/O)/N)C=C(C=C4)C7=CC(=CC=C7)/C(=N/O)/N,Active,,,,5,EC50,=,5000,nM,
15,469806862,164614843,C1=CC(=CC(=C1)/C(=N/O)/N)C2=CC3=C(N(C4=C3C=C(C=C4)C5=CC(=CC=C5)/C(=N/O)/N)CC6=CC(=CC(=C6)Br)F)C=C2,Active,,,,1.5,EC50,=,1500,nM,
16,469806895,164614865,COC1=C(C=C(C=C1)S(=O)(=O)N2C3=C(C4=C2C=CC(=C4)C5=CC(=CC=C5)/C(=N/O)/N)C=C(C=C3)C6=CC(=CC=C6)/C(=N/O)/N)Br,Active,,,,2.4,EC50,=,2400,nM,
17,469807515,164615317,C1=CC(=CC(=C1)/C(=N/O)/N)C2=CC3=C(N(C4=C3C=C(C=C4)C5=CC(=CC=C5)/C(=N/O)/N)S(=O)(=O)C6=CC=C(C=C6)C(F)(F)F)C=C2,Active,,,,4.9,EC50,=,4900,nM,
18,469808148,164615778,C1=CC(=CC(=C1)/C(=N/O)/N)C2=CC3=C(N(C4=C3C=C(C=C4)C5=CC(=CC=C5)/C(=N/O)/N)S(=O)(=O)C6=CC=CC(=C6)F)C=C2,Active,,,,3.1,EC50,=,3100,nM,
19,469808397,164615951,CCN1C2=C(C3=C1C=CC(=C3)C4=CC(=CC=C4)/C(=N/O)/N)C=C(C=C2)C5=CC(=CC=C5)/C(=N/O)/N,Active,,,,1.5,EC50,=,1500,nM,
20,469808527,164616040,C1=CC=C(C(=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC(=CC=C6)C(=N)N)Br,Active,,,,6.9,EC50,=,6900,nM,
21,469808955,164616341,C1=CC(=CC(=C1)/C(=N/O)/N)C2=CC3=C(N(C4=C3C=C(C=C4)C5=CC(=CC=C5)/C(=N/O)/N)S(=O)(=O)C6=CC=CC(=C6)OC(F)(F)F)C=C2,Active,,,,7.7,EC50,=,7700,nM,
