PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,336889294,127039816,C1=CC(=CC=C1COC2=CC=C(C=C2)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=NC=CS3)C(F)(F)F,Active,,,,2.575,IC50,=,2575,nM,
2,336889294,127039816,C1=CC(=CC=C1COC2=CC=C(C=C2)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=NC=CS3)C(F)(F)F,Active,,,,1.738,IC50,=,1738,nM,
3,336889294,127039816,C1=CC(=CC=C1COC2=CC=C(C=C2)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=NC=CS3)C(F)(F)F,Active,,,,2.669,IC50,=,2669,nM,
4,336889294,127039816,C1=CC(=CC=C1COC2=CC=C(C=C2)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=NC=CS3)C(F)(F)F,Active,,,,1.471,IC50,=,1471,nM,
5,336889294,127039816,C1=CC(=CC=C1COC2=CC=C(C=C2)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=NC=CS3)C(F)(F)F,Active,,,,1.143,IC50,=,1143,nM,
6,336889294,127039816,C1=CC(=CC=C1COC2=CC=C(C=C2)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=NC=CS3)C(F)(F)F,Active,,,,1.859,IC50,=,1859,nM,
7,336889294,127039816,C1=CC(=CC=C1COC2=CC=C(C=C2)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=NC=CS3)C(F)(F)F,Active,,,,1.057,IC50,=,1057,nM,
8,374296293,134139660,B([C@H](CCCN=C(N)N)NC(=O)[C@H](CC1=CC=C(C=C1)CN)NC(=O)C2=CC=CC=C2)(O)O,Active,,,,0.793,IC50,=,793,nM,
9,374296293,134139660,B([C@H](CCCN=C(N)N)NC(=O)[C@H](CC1=CC=C(C=C1)CN)NC(=O)C2=CC=CC=C2)(O)O,Active,,,,0.503,IC50,=,503,nM,
10,520054181,177658013,CC(C)NC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Active,,,,4.384,IC50,=,4384,nM,
11,520054181,177658013,CC(C)NC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,14.644,IC50,=,14644,nM,
12,520069306,177661630,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)C=CN4,Unspecified,,,,99.5,IC50,>,99500,nM,Falls Outside The Dose Series
13,520069337,172991058,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC=C3)NC(=O)N4,Unspecified,,,,74.491,IC50,=,74491,nM,
14,520069366,172991040,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,99.5,IC50,>,99500,nM,Falls Outside The Dose Series
15,520069984,177661806,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NC=CC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,nM,Falls Outside The Dose Series
16,520070600,177661964,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=C(C=C5)C#N,Active,,,,1.917,IC50,=,1917,nM,
17,520070601,177661965,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Active,,,,6.829,IC50,=,6829,nM,
18,520070667,177662028,C1CNCC=C1C2=CSC3=C2C=CC(=C3)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,70.031,IC50,=,70031,nM,
19,520070773,177662133,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC4=NN(N=C34)C5=CC=CC=C5)Cl,Active,,,,5.254,IC50,=,5254,nM,
20,520070774,177662134,CC1=C(C2=CC=CC=C2N1)CN3CCC(CC3)C4=CNC5=C4C=CC=N5,Unspecified,,,,99.5,IC50,>,99500,nM,Falls Outside The Dose Series
21,520071500,177662229,C=CC[C@@H]1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,nM,Falls Outside The Dose Series
22,520071502,177662231,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)[C@H](C#N)NC3=CC=CC(=C3)C4=NNN=N4)Cl,Unspecified,,,,12.446,IC50,=,12446,nM,
23,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,nM,Falls Outside The Dose Series
24,520071561,177662288,C=CC[C@@H]1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,99.5,IC50,>,99500,nM,Falls Outside The Dose Series
25,520071587,177662313,C1CC2=C(C1)C(=CC(=C2)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,nM,Falls Outside The Dose Series
26,520071620,177662344,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=C(C=C4)CN,Active,,,,6.873,IC50,=,6873,nM,
