PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440129308,155523279,CN1[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](CSCC(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C1=O)CCCCN)CC2=CC=C(C=C2)OC)C)CC3=CC=C(C=C3)O)C(=O)N)CCCCN)CC4=CC=C(C=C4)OC)C)CC5=CC=C(C=C5)OC)C)CCCCN)CC6=CC=C(C=C6)OC)C)CO)C)CCCCN)CC7=CC=CC=C7,Active,,,,1.7,IC50,=,1700,nM
2,440130449,155524027,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CSCC(=O)N[C@H](C(=O)N(CC(=O)N1)C)CC3=CC=C(C=C3)O)C(=O)N)[C@@H](C)CC)CC4=CC=C(C=C4)OC)C)CC5=CC=C(C=C5)OC)C)CC(=O)N)CC6=CC=C(C=C6)O)CCCCN)C,Unspecified,,,,20,IC50,>=,20000,nM
3,440156838,155540339,CC[C@H](C)[C@H]1C(=O)N[C@@H](CSCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)C(C)C)CC(C)C)[C@@H](C)O)CC(=O)N)CC2=CC=C(C=C2)OC)C)[C@@H](C)CC)CCCCN)CC3=CNC4=CC=CC=C43)CC5=CC=C(C=C5)O)C(=O)N,Unspecified,,,,10,IC50,>,10000,nM
4,440178207,155549047,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](CSCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)C)CC2=CC=C(C=C2)O)C(=O)N)CC(=O)N)CC(C)C)C)CC3=CC=C(C=C3)O)CCCCN)CC(=O)N)CC4=CC=C(C=C4)O)CC5=CC=C(C=C5)OC)C)[C@@H](C)CC,Unspecified,,,,20,IC50,>,20000,nM
5,440197950,155556902,C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](CSCC(=O)N[C@H](C(=O)N1)CC3=CC=C(C=C3)O)C(=O)N)CC4=CC=CC=C4)CC5=CC=C(C=C5)OC)C)CC6=CC=C(C=C6)O)CC7=CC=C(C=C7)O)CC(C)C)CC8=CC=C(C=C8)O)CC9=CC=CC=C9)CC(=O)N)O,Unspecified,,,,20,IC50,>,20000,nM
6,440225424,155567733,C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N(CC(=O)N1)C)CC(=O)N)CC3=CN=CN3)CC4=CC=CC=C4)CC(C)C)[C@@H](C)O)CC5=CC=C(C=C5)O)C(=O)N)CC6=CC=CC=C6)CC7=CC=CC=C7)O,Unspecified,,,,20,IC50,>,20000,nM
