PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103170619,60700,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,Active,,,,4.81,IC50,=,4810,nM
2,242621752,90670610,COC1=CC=C(C=C1)C2=CC3=CC=CC=C3N=C2C(=O)C4=CC(=C(C(=C4)OC)OC)OC,Unspecified,,,,10,IC50,>,10000,nM
3,242621754,90670612,CN(C)CCCOC1=CC=C(C=C1)C2=CC3=CC=CC=C3N=C2C(=O)C4=CC=C(C=C4)O,Unspecified,,,,10,IC50,>,10000,nM
4,242621755,90670613,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CC4=CC=CC=C4N=C3C(=O)C5=CC=C(C=C5)O,Unspecified,,,,10,IC50,>,10000,nM
5,242621756,90670614,C1CCN(C1)CCOC2=CC=C(C=C2)C3=CC4=CC=CC=C4N=C3C(=O)C5=CC=C(C=C5)O,Unspecified,,,,10,IC50,>,10000,nM
6,242621757,90670615,CN(C)CCCOC1=CC=C(C=C1)C2=CC3=CC=CC=C3N=C2C(=O)C4=CC=C(C=C4)OCCCN(C)C,Active,,,,6.35,IC50,=,6350,nM
7,242621758,90670616,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CC4=CC=CC=C4N=C3C(=O)C5=CC=C(C=C5)OCCN6CCCCC6,Active,,,,6.53,IC50,=,6530,nM
8,242621759,90670617,C1CCN(C1)CCOC2=CC=C(C=C2)C3=CC4=CC=CC=C4N=C3C(=O)C5=CC=C(C=C5)OCCN6CCCC6,Active,,,,7.38,IC50,=,7380,nM
