PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,504795182,172439957,C1=NC2=C(N1[C@H]3[C@@H]([C@H]([C@H](O3)CO)OCP(=O)(O)O)O)N=C(NC2=O)N,Unspecified,,,,100,EC50,>,100000,nM
2,504801238,172444175,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO)OCP(=O)(O)O)O)N,Unspecified,,,,100,EC50,>,100000,nM
3,504823246,172459421,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@H]([C@H](O3)CO)OCP(=O)(O)O)O,Unspecified,,,,100,EC50,>,100000,nM
4,504832246,172465667,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@H]([C@H](O2)CO)OCP(=O)(O)O)O,Unspecified,,,,100,EC50,>,100000,nM
5,504837322,172469284,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@H](O2)CO)OCP(=O)(O)O)O,Unspecified,,,,100,EC50,>,100000,nM
