PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312392795,90466194,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)OC)OC,Active,,,,0.136,IC50,=,136,nM
2,404652556,134817201,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.0394,IC50,=,39.4,nM
3,442047201,156010062,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)N5CCOCC5)OC,Active,,,,0.101,IC50,=,101,nM
4,442047294,156010123,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)NC5CC5)OC,Active,,,,0.118,IC50,=,118,nM
5,442047722,156010428,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)NC4=CC(=C(C(=C4)OC)OC)OC,Active,,,,0.458,IC50,=,458,nM
6,442047842,156010515,COC1=C(C=C(C=C1)C2=NC3=C(SN=C3C=C2)N4CCOCC4)OC,Active,,,,0.124,IC50,=,124,nM
7,442048807,156011228,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)NC4=CC=CC=C4,Active,,,,1.63,IC50,=,1630,nM
8,442049118,156011453,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=NC=C4)OC,Active,,,,0.545,IC50,=,545,nM
9,442049676,156011874,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC(=C(C(=C4)OC)OC)OC,Active,,,,0.422,IC50,=,422,nM
10,442049783,156011949,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)NC=O)OC,Active,,,,0.113,IC50,=,113,nM
11,442049927,156012055,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)/C=C/C4=CC=CC=C4,Unspecified,,,,3.33,IC50,>,3330,nM
12,442050992,156012822,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC(=CC=C4)Cl,Active,,,,0.262,IC50,=,262,nM
13,442051832,156013413,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)NC4=CC(=C(C=C4)OC)OC,Active,,,,1.29,IC50,=,1290,nM
14,442052175,156013663,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)NCC5=CC=CC=C5)OC,Active,,,,0.073,IC50,=,73,nM
15,442053342,156014488,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)NC(=O)C5=CC=CC=C5)OC,Active,,,,0.37,IC50,=,370,nM
16,442053366,156014506,COC1=CC=CC(=C1)C2=NC3=C(SN=C3C=C2)N4CCOCC4,Active,,,,0.136,IC50,=,136,nM
17,442053772,156014795,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)NC(=O)C5CC5)OC,Active,,,,0.173,IC50,=,173,nM
18,442054212,156015074,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC=C(C=C4)F,Active,,,,0.11,IC50,=,110,nM
19,442054789,156015450,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)NC(=O)C)OC,Active,,,,0.132,IC50,=,132,nM
20,442055923,156016192,COC1=CC(=CC(=C1)C2=NC3=C(SN=C3C=C2)N4CCOCC4)OC,Active,,,,0.126,IC50,=,126,nM
21,442056005,156016250,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)N5CCCC5)OC,Active,,,,0.083,IC50,=,83,nM
22,442056094,156016320,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC=CC=C4,Active,,,,0.661,IC50,=,661,nM
23,442056300,156016473,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C(=C4)OC)OC)OC,Active,,,,0.071,IC50,=,71,nM
24,442056594,156016676,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC(=C(C=C4)OC)OC,Active,,,,0.024,IC50,=,24,nM
25,442057071,156017020,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C#CC4=CC=CC=C4,Unspecified,,,,10,IC50,>,10000,nM
26,442057572,156017370,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC(=CC=C4)OC,Active,,,,0.099,IC50,=,99,nM
27,442057979,156017667,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)NC5=CC=CC=C5)OC,Unspecified,,,,0.37,IC50,>,370,nM
28,442061040,156019837,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)O)OC,Active,,,,0.042,IC50,=,42,nM
29,442061706,156020309,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC=C(C=C4)C(F)(F)F,Unspecified,,,,0.37,IC50,>,370,nM
30,442062337,156020748,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC=CC=C4,Active,,,,0.364,IC50,=,364,nM
31,442063145,156021315,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CN=C(C=C4)OC,Unspecified,,,,3.33,IC50,>,3330,nM
32,442063226,156021359,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)N)OC,Active,,,,0.022,IC50,=,22,nM
33,442063858,156021790,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC=C(C=C4)C,Active,,,,0.214,IC50,=,214,nM
