PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
23,520044389,177653611,COC1=C(C=CC(=C1)C2=CN=C3NC4=CC(=CC=C4)S(=O)(=O)NCCCNC2=N3)C(=O)OC,Unspecified,,,,deltaTm,=,3.1,K
24,520044393,177377217,C1CNC2=NC(=NC=C2C3=CC(=C(C=C3)Cl)Cl)NC4=CC(=CC=C4)S(=O)(=O)NC1,Unspecified,,,,deltaTm,=,3.6,K
25,520045041,177653915,C1CNC2=NC(=NC=C2C3=CC(=C(C=C3F)F)Cl)NC4=CC(=CC=C4)S(=O)(=O)NC1,Unspecified,,,,deltaTm,=,5.8,K
26,520045547,169491048,COC1=C(C=CC(=C1)C2=CN=C3NC4=CC(=CC=C4)S(=O)(=O)NCCCNC2=N3)F,Unspecified,,,,deltaTm,=,6.6,K
27,520046973,177654790,C1CNC2=NC(=NC=C2C3=C(C(=CC=C3)Cl)F)NC4=CC(=CC=C4)S(=O)(=O)NC1,Unspecified,,,,deltaTm,=,5.3,K
28,520047368,177654971,C1CNC2=NC(=NC=C2C3=CC(=C(C=C3)F)N)NC4=CC(=CC=C4)S(=O)(=O)NC1,Unspecified,,,,deltaTm,=,6,K
29,520047748,177377215,COCCOC1=C2C=C(C=C1)NC3=NC=C(C(=N3)NCCCNS2(=O)=O)C4=CC(=C(C=C4)F)OC,Unspecified,,,,deltaTm,=,8.7,K
30,520048783,177655574,COC(=O)C1=C(C=CC(=C1)C2=CN=C3NC4=CC(=CC=C4)S(=O)(=O)NCCCNC2=N3)F,Unspecified,,,,deltaTm,=,-1.3,K
31,520049988,177656140,CC1=CC(=C(C=C1C2=CN=C3NC4=CC(=CC=C4)S(=O)(=O)NCCCNC2=N3)Cl)Cl,Unspecified,,,,deltaTm,=,4.9,K
32,520050546,177377214,COC1=C2C=C(C=C1)NC3=NC=C(C(=N3)NCCCNS2(=O)=O)C4=CC(=C(C=C4)F)OC,Unspecified,,,,deltaTm,=,7.5,K
33,520051736,177377220,COC1=C(C=C(C(=C1)C2=CN=C3NC4=CC(=CC=C4)S(=O)(=O)NCCCNC2=N3)F)Cl,Unspecified,,,,deltaTm,=,9.3,K
34,520051845,177656998,CC(C)OC1=C(C=CC(=C1)C2=CN=C3NC4=CC(=CC=C4)S(=O)(=O)NCCCNC2=N3)F,Unspecified,,,,deltaTm,=,1.6,K
35,520052533,177657316,COC1=C(C=CC(=C1)C2=CN=C3NC4=CC(=C(C=C4)C5=CC=C(C=C5)O)S(=O)(=O)NCCCNC2=N3)F,Unspecified,,,,deltaTm,=,3.6,K
36,520053494,177657768,COC1=C(C=CC(=C1)C2=CN=C3NC4=CC(=C(C=C4)OCC(=O)N)S(=O)(=O)NCCCNC2=N3)F,Unspecified,,,,deltaTm,=,6.3,K
