PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103317460,5328887,COC1=C(C=C2C(=C1)C(=C(C=N2)C#N)NC3=C(C=C(C=C3)Cl)Cl)OC,Active,,,,5.7,CC50,<,5700,nM
2,103424235,5328896,COC1=CC2=NC=C(C(=C2C=C1)NC3=C(C=C(C=C3)Cl)Cl)C#N,Unspecified,,,,19,CC50,=,19000,nM
3,103619997,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,409,CC50,=,409000,nM
4,103768600,49799036,C1CN(CCN1CCO)C2=NC3=C(C(=N2)NC4=CC=C(C=C4)S(=O)(=O)N)NC=N3,Unspecified,,,,437,CC50,=,437000,nM
5,103768671,46898022,C1COCCN1C2=NC3=C(C(=N2)NC4=CC=C(C=C4)S(=O)(=O)N)NC=N3,Unspecified,,,,373,CC50,=,373000,nM
6,103768781,49799133,C1CN(CCN1CCO)C2=NC3=C(C(=N2)NC4=CC=CC=C4)NC=N3,Unspecified,,,,474,CC50,=,474000,nM
7,318373032,122178642,CC1=CC(=CC(=O)N1CC2=CC=C(C=C2)C(F)(F)F)OCC3=C(C=C(C=C3)F)F,Active,,,,4.8,CC50,<,4800,nM
8,318373033,122178643,CC1=CC(=CC(=O)N1CC2=CC=C(C=C2)OC)OCC3=CC(=CC=C3)F,Active,,,,6.4,CC50,<,6400,nM
9,318373034,122178644,CC1=CC(=CC(=O)N1CC2=CC=C(C=C2)Cl)OCC3=CC(=CC=C3)F,Active,,,,6.4,CC50,<,6400,nM
10,318373035,22050000,CC1=CC(=CC(=O)N1CC2=CC=C(C=C2)OC)OCC3=C(C=C(C=C3)F)F,Active,,,,4.6,CC50,<,4600,nM
11,318373036,122178645,CC1=CC(=CC(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3)OCC4=C(C=C(C=C4)F)F,Active,,,,10,CC50,=,10000,nM
12,318373037,122178646,CC1=CC(=CC(=O)N1CC2=CN(N=N2)CC3=CC(=CC=C3)Br)OCC4=C(C=C(C=C4)F)F,Unspecified,,,,36,CC50,=,36000,nM
13,318373038,122178647,CC1=CC(=CC(=O)N1CC2=CN(N=N2)CC3=CC(=CC=C3)C(F)(F)F)OCC4=C(C=C(C=C4)F)F,Unspecified,,,,40,CC50,=,40000,nM
14,318373039,122178648,CN1CCN(CC1)C2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3C#N)OC,Active,,,,7.9,CC50,=,7900,nM
15,318373040,122178649,CC(C)CCNC1=NC2=C(C(=N1)NC3=CC=C(C=C3)C(=O)C)NC=N2,Unspecified,,,,85,CC50,=,85000,nM
16,318373041,122178650,CC(=O)C1=CC=C(C=C1)NC2=NC(=NC3=C2NC=N3)NC,Unspecified,,,,177,CC50,>,177000,nM
17,318373042,122178651,CC(=O)C1=CC=C(C=C1)NC2=NC(=NC3=C2NC=N3)NCCO,Unspecified,,,,160,CC50,=,160000,nM
18,318373043,122178652,C1=CC=C(C=C1)CNC2=NC3=C(C(=N2)NC4=CC(=CC=C4)O)NC=N3,Unspecified,,,,150,CC50,>,150000,nM
19,318373044,122178653,CC(C)CCNC1=NC2=C(C(=N1)NC3=CC(=CC=C3)O)NC=N2,Unspecified,,,,151,CC50,=,151000,nM
20,318373045,122178654,CNC1=NC2=C(C(=N1)NC3=CC(=CC=C3)O)NC=N2,Unspecified,,,,168,CC50,=,168000,nM
21,318373046,122178655,C1=CC(=CC(=C1)O)NC2=NC(=NC3=C2NC=N3)NCCC4=CN=CN4,Unspecified,,,,149,CC50,>,149000,nM
22,318373047,122178656,C1=CC(=CC(=C1)O)NC2=NC(=NC3=C2NC=N3)NCCO,Unspecified,,,,175,CC50,>,175000,nM
