PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,440112415,155512290,CN1C2=C(C=C(C=C2)C3=CC(=CC=C3)C(=N)N)C4=C1C=CC(=C4)C5=CC=CC(=C5)C#N,Inactive,,,Potential missing data,,EC50,,,,Not Active
2,440112454,155512311,C1=CC(=CC(=C1)S(=O)(=O)N2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)C(=N)N,Active,,,,3.26,EC50,=,3260,nM,
3,440120062,155517365,C1=CC(=CC(=C1)C(=N)N)CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br,Active,,,,5.09,EC50,=,5090,nM,
4,440122179,155518751,COC1=CC=CC(=C1)CN2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC(=CC=C6)C(=N)N,Active,,,,6.37,EC50,=,6370,nM,
5,440122329,155518850,COC1=CC=CC(=C1)CN2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC=CC(=C6)C#N,Active,,,,1.95,EC50,=,1950,nM,
6,440123892,155519876,CN1C2=C(C=C(C=C2)C3=CC(=CC=C3)C(=N)N)C4=C1C=CC(=C4)C5=CC(=CC=C5)C(=N)N,Active,,,,1.25,EC50,=,1250,nM,
7,440133831,155526255,C1=CC(=CC(=C1)C(=N)N)C2=CC3=C(C=C2)N(C4=C3C=C(C=C4)Br)S(=O)(=O)C5=CC=CC(=C5)C(=N)N,Active,,,,5.9,EC50,=,5900,nM,
8,440146647,155534698,CN1C2=C(C=C(C=C2)C3=CC(=CC=C3)C(=N)N)C4=C1C=CC(=C4)Br,Active,,,,1.35,EC50,=,1350,nM,
9,440159269,155541448,C1=CC(=CC(=C1)C2=CC3=C(C=C2)N(C4=C3C=C(C=C4)C5=CC=CC(=C5)C#N)S(=O)(=O)C6=CC=CC(=C6)C(=N)N)C#N,Inactive,,,Potential missing data,,EC50,,,,Not Active
10,440174177,155547418,COC1=CC=CC(=C1)CN2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)Br,Active,,,,2.27,EC50,=,2270,nM,
11,440174512,155547543,C1=CC(=CC(=C1)C(=N)N)CN2C3=C(C=C(C=C3)C4=CC=CC(=C4)C#N)C5=C2C=CC(=C5)C6=CC=CC(=C6)C#N,Inactive,,,Potential missing data,,EC50,,,,Not Active
12,440177856,155548891,COC1=CC(=CC=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)Br,Inactive,,,Potential missing data,,EC50,,,,Not Active
13,440186934,10338813,C1=CC(=CC(=C1)C(=N)N)C2=CC3=C(C=C2)C=CC(=C3)C4=CC(=CC=C4)C(=N)N,Active,,,,4.95,EC50,=,4950,nM,
14,440199749,155557624,COC1=CC(=CC=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC=CC(=C6)C#N,Unspecified,,,,15.97,EC50,=,15970,nM,
15,440207206,155560583,COC1=CC(=CC=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC(=CC=C6)C(=N)N,Unspecified,,,,23.79,EC50,=,23790,nM,
