PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103285350,5330468,COC1=CC(=CC(=C1OC)OC)NC2=C(C=NC3=CC(=C(C=C32)OC)OC)C#N,Unspecified,,,,10,CC50,>,10000,nM
2,103286383,5330475,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C(=CC3=NC=C2)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
3,103286429,5330462,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=CC(=C(C=C32)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
4,103658675,44532980,CC(C)(C)C1=CC2=C(C=CN=C2C=C1)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
5,103667384,44532526,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)C(F)(F)F,Unspecified,,,,10,CC50,>,10000,nM
6,242103170,44355443,COC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
7,242105698,44355168,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=C(C=C3)Cl,Unspecified,,,,10,CC50,>,10000,nM
8,374302493,134141380,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2)Cl,Unspecified,,,,10,CC50,>,10000,nM
9,440118541,134812846,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)Br,Unspecified,,,,10,CC50,>,10000,nM
10,440121830,155518518,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=C(C=C3)C(F)(F)F,Unspecified,,,,10,CC50,>,10000,nM
11,440138168,155489850,CN(C1=C2C=C(C=CC2=NC=C1)C(F)(F)F)C3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
12,440157875,155540871,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)I,Unspecified,,,,10,CC50,>,10000,nM
13,440159119,155541385,CC1=CC(=C2C=C(C=CC2=N1)C(F)(F)F)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
14,440198583,155557158,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)Cl,Unspecified,,,,10,CC50,>,10000,nM
15,440211741,155562342,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)C#N,Unspecified,,,,10,CC50,>,10000,nM
16,440215410,155563824,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2)C#N,Unspecified,,,,10,CC50,>,10000,nM
17,440223509,155566995,COC1=CC(=CC(=C1OC)OC)NC2=CC=NC3=CC=CC=C32,Unspecified,,,,10,CC50,>,10000,nM
18,440223607,50877923,COC1=CC2=NC=CC(=C2C=C1)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
19,440228699,155569061,COC1=CC2=C(C=CN=C2C=C1)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
20,461516470,162644374,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=CC(=C3)Cl,Unspecified,,,,10,CC50,>,10000,nM
21,461516620,23438156,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2C#N)I,Unspecified,,,,10,CC50,>,10000,nM
22,461517030,5151736,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=CC=CC=C32,Unspecified,,,,10,CC50,>,10000,nM
23,461517364,162644992,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2)I,Unspecified,,,,10,CC50,>,10000,nM
24,461521406,162647876,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)S(=O)(=O)C,Unspecified,,,,10,CC50,>,10000,nM
25,461522219,162534353,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F,Unspecified,,,,10,CC50,>,10000,nM
26,461522285,162648501,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2C#N)S(=O)(=O)C,Unspecified,,,,10,CC50,>,10000,nM
27,461522482,68910771,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2C#N)Br,Unspecified,,,,10,CC50,>,10000,nM
28,461522938,162648949,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)F,Unspecified,,,,10,CC50,>,10000,nM
29,461523767,162649534,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2C#N)Cl,Unspecified,,,,10,CC50,>,10000,nM
30,461524327,23437819,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2C#N)Br,Unspecified,,,,10,CC50,>,10000,nM
31,461525616,162650806,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=C(C=C3)F,Unspecified,,,,10,CC50,>,10000,nM
32,461527400,162652026,CC1=CC(=C2C=C(C=CC2=N1)Br)NC3=CC(=C(C(=C3)OC)OC)OC,Active,,,,2.5,CC50,=,2500,nM
33,461527928,50768501,COC1=CC2=NC=C(C(=C2C=C1)NC3=CC(=C(C(=C3)OC)OC)OC)C#N,Unspecified,,,,10,CC50,>,10000,nM
34,461528901,162653097,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=C(C=C3)S(=O)(=O)C,Unspecified,,,,10,CC50,>,10000,nM
35,461529355,162653422,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2)F,Unspecified,,,,10,CC50,>,10000,nM
36,461531034,162654603,CC1=CC(=C2C=C(C=CC2=N1)F)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
37,461531653,53263186,CC1=CC(=C2C=CC(=CC2=N1)C(F)(F)F)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
38,461531719,27371491,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2C#N)Cl,Unspecified,,,,10,CC50,>,10000,nM
39,461533192,162656089,CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
40,461533588,162656384,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=CC(=C(C=C32)F)F,Unspecified,,,,10,CC50,>,10000,nM
41,461535700,162657869,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C(=CC3=NC=C2)F)F,Active,,,,5.5,CC50,=,5500,nM
42,461535971,162658075,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2C#N)I,Unspecified,,,,10,CC50,>,10000,nM
43,461536232,162658256,CC1=C2C(=CC=C1)C(=CC=N2)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
44,461541988,162662292,CC1=CC(=C2C=CC(=CC2=N1)OC)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
45,461544780,50877865,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2)Br,Unspecified,,,,10,CC50,>,10000,nM
46,461548114,162666583,CC1=CC(=C2C=C(C(=CC2=N1)OC)OC)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
47,461549326,162667411,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=C(C=C3)Br,Unspecified,,,,10,CC50,>,10000,nM
48,461552250,162669482,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=CC(=C3)I,Active,,,,5.8,CC50,=,5800,nM
49,461552573,27440871,COC1=CC(=CC(=C1OC)OC)NC2=C(C=NC3=CC=CC=C32)C#N,Unspecified,,,,10,CC50,>,10000,nM
50,461553541,162670367,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=C(C=C3)I,Unspecified,,,,10,CC50,>,10000,nM
51,461554543,162671070,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=CC(=C3)C(F)(F)F,Unspecified,,,,10,CC50,>,10000,nM
52,461556122,162672212,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=C(C=C3)C#N,Unspecified,,,,10,CC50,>,10000,nM
53,461557679,27444788,COC1=CC2=C(C(=CN=C2C=C1)C#N)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
54,461558882,162674156,COC1=CC2=C(C=C1)C(=NC=N2)NC3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,10,CC50,>,10000,nM
55,461559212,162674396,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2C=CC(=C3)C#N,Unspecified,,,,10,CC50,>,10000,nM
