PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
23,442051077,156012874,CCCCCC(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC(=C(C=C2)Cl)Cl)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,5.7,IC50,=,5700,nM,
24,442051109,156012902,C1CCC(CC1)CC(=O)N[C@@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NCC4=CC=C(C=C4)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,9,IC50,=,9000,nM,
25,442051694,156013315,COC1=CC=CC(=C1)COC2=CC=C(C=C2)C(=O)N[C@@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)C(=O)NCC5=CC=C(C=C5)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,4.7,IC50,=,4700,nM,
26,442052476,156013880,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=NC=C3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
27,442052594,156013960,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=C(C=C2)C#N)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Unspecified,,,,40,IC50,=,40000,nM,
28,442052753,156014073,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CN=C(C=C3)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
29,442053473,156014586,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCCCCCN=C(N)N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
30,442054010,156014946,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC4=C(C=C3)NN=C4,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
31,442054361,156015167,CCCCCC(=O)N[C@@H](C1=CC=CC=C1)C(=O)NCC2=CC=C(C=C2)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
32,442054415,156015212,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C#N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
33,442054772,156015438,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CN.C(=O)(C(F)(F)F)O,Active,,,,4.9,IC50,=,4900,nM,
34,442054772,156015438,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CN.C(=O)(C(F)(F)F)O,Active,,,,3.8,Ki,=,3800,nM,
35,442054858,156015496,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)CC4=CC=C(C=C4)C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,1.3,IC50,=,1300,nM,
36,442054994,156015578,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)NC(=O)N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
37,442055180,156015708,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCCCCCN,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
38,442056187,156016390,CCCCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,4.8,IC50,=,4800,nM,
39,442056241,156016434,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
40,442057006,156016977,CCCCCC(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC(=C(C=C2)Cl)Cl)C(=O)NCC3=CC=C(C=C3)CN.C(=O)(C(F)(F)F)O,Active,,,,3.1,IC50,=,3100,nM,
41,442057092,156017040,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)C4=CC=CC=C4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Unspecified,,,,24,IC50,=,24000,nM,
42,442057722,156017483,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)CN.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
43,442058007,156017688,CCCCCC(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC=C(C=C2)C(F)(F)F)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,6.6,IC50,=,6600,nM,
44,442059120,156018493,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)NC(=O)CN,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
45,442059863,156019007,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)C4=CC(=CC=C4)OC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,4.9,IC50,=,4900,nM,
46,442060063,156019152,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCN,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
47,442060272,156019299,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCCCN,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
48,442060775,156019663,C1CCC(CC1)OC2=CC=C(C=C2)C(=O)N[C@@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)C(=O)NCC5=CC=C(C=C5)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,5.9,IC50,=,5900,nM,
49,442061420,156020107,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)C4=CC=C(C=C4)OCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,4.4,IC50,=,4400,nM,
50,442062914,156021157,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)N[C@@H](CCCCN)C(=O)N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
51,442063172,156021333,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CN(C)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
52,442063686,156021669,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
53,442064083,156021941,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=C(C=CC=C2Cl)Cl)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,2.9,IC50,=,2900,nM,
54,442064145,156021992,CCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
55,442064500,156022201,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,9.8,Ki,=,9800,nM,
56,442064500,156022201,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Unspecified,,,,11,IC50,=,11000,nM,
57,442064502,156022203,CCCCCCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,2.3,IC50,=,2300,nM,
58,442064609,156022260,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=C(C=C2)C(F)(F)F)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,7.4,IC50,=,7400,nM,
59,461563607,162677490,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CN=C(N)N.C(=O)(C(F)(F)F)O,Unspecified,,,,14,IC50,=,14000,nM,
