PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103724215,2536,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
2,336893536,127042988,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=CC=CC=C3,Active,,,,0.68,IC50,=,680,nM,
3,504794349,172439377,CN([C@@H](CC1=CC=C(C=C1)N=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N)S(=O)(=O)C3=CC=CC=C3,Active,,,,2.72,IC50,=,2720,nM,
4,504795372,172440074,CN([C@@H](CC1=CC=C(C=C1)/C(=N/O)/N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N)S(=O)(=O)C3=CC=CC=C3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
5,504797886,172441876,C1=CC=C(C=C1)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC=C2,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
6,504799864,172443221,CC1=CC(=C(C(=C1)C)S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
7,504800587,172443729,CN([C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C1=CC=CC=C1)C(=O)N)S(=O)(=O)C2=CC=CC=C2,Unspecified,,,,17.6,IC50,=,17600,nM,
8,504801501,172444361,CC(C)C1=CC(=C(C(=C1)C(C)C)S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N)C(C)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
9,504801959,172444657,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N)S(=O)(=O)C3=CC=CC=C3,Active,,,,0.21,IC50,=,210,nM,
10,504806764,172448013,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=C(C=C2)OCC3=CC(=C(C=C3)Cl)Cl)C(=O)N)S(=O)(=O)C4=CC=CC=C4,Active,,,,0.089,IC50,=,89,nM,
11,504807638,172448615,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)N)S(=O)(=O)C4=CC=CC=C4,Active,,,,0.11,IC50,=,110,nM,
12,504808330,172449090,C1=CC=C(C=C1)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=C(C=C2)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
13,504810139,172450346,C1=CC=C(C=C1)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CC=C(C=C2)N=C(N)N)NS(=O)(=O)C3=CC=CC=C3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
14,504813194,172452465,CC1=CC=C(C=C1)S(=O)(=O)N(C)[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N,Unspecified,,,,17.9,IC50,=,17900,nM,
15,504819600,172456900,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C3=CC=CC=C3)C(=O)N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
16,504820119,172457262,CC1=CC=C(C=C1)S(=O)(=O)N(C)[C@@H](CC2=CC(=CC=C2)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C3=CC=CC=C3)C(=O)N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
17,504822275,172458774,CN([C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C1=CC=CC=C1)C(=O)N)S(=O)(=O)C2=CC=CC=C2,Unspecified,,,,11,IC50,=,11000,nM,
18,504822502,172458909,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)N)S(=O)(=O)C4=CC=CC=C4,Active,,,,0.2,IC50,=,200,nM,
19,504823274,172459441,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N)S(=O)(=O)C3=CC=CC=C3,Active,,,,0.44,IC50,=,440,nM,
20,504824553,172460334,C1CCC(CC1)S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
21,504824801,172460505,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=C(C=C2)OCC3=CC=C(C=C3)C(F)(F)F)C(=O)N)S(=O)(=O)C4=CC=CC=C4,Active,,,,0.12,IC50,=,120,nM,
