PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,404689485,71542927,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,3.9,EC50,=,3900,nM
2,504796811,172441103,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=C3C=CC(=C4)F)OCCO,Active,,,,0.87,EC50,=,870,nM
3,504803118,121254995,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)OCCO,Active,,,,0.87,EC50,=,870,nM
4,504807927,121255133,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)OCCO)OC,Active,,,,0.084,EC50,=,84,nM
5,504812217,121255136,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)OCCO,Active,,,,0.36,EC50,=,360,nM
6,504812217,121255136,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)OCCO,Active,,,,0.24,EC50,=,240,nM
7,504824746,172460468,CC1=CC(=C(C=C1)C(C(=O)C2=CNC3=C2C=CC(=C3)F)NC4=CC(=CC(=C4)OCCO)OC)OC,Active,,,,0.96,EC50,=,960,nM
8,504829869,172464016,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)C(F)(F)F)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)OCCO,Active,,,,0.77,EC50,=,770,nM
9,504836581,172468755,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)OC(F)(F)F)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)OCCO,Active,,,,3.43,EC50,=,3430,nM
