PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103450592,5318517,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO)O,Active,,,Potential missing data,,Activity,,,,Active
2,440153839,155539063,CC(=O)O[C@H]1[C@]2(C[C@@](C(=O)C[C@@H]2C34CO[C@]1([C@H]3[C@@](CC[C@H]4O)(C)COC(=O)C5=CC=CC=C5)O)(C)C=C)O,Active,,,Potential missing data,,Activity,,,,Active
3,440177630,155548783,CC1=CC[C@@H]2[C@@]([C@H]1C/C=C(\C)/C=C)(CCC[C@@]2(C)C(=O)O)C,Active,,,,1.4,IC50,=,1400,nM,
4,440199169,155557397,CC(=O)O[C@@H]1C(=O)[C@H]2C(CC[C@@H](C23[C@@H]4[C@@]1(C[C@@]([C@H](C4)O)(C)C=C)O[C@H]3OC(=O)C)O)(C)C,Active,,,Potential missing data,,Activity,,,,Active
5,440215639,155563920,CC(=O)OC[C@]12[C@H](CCC([C@@H]1C(=O)[C@H]([C@@]3([C@@H]2C[C@@H]([C@](C3)(C)C=C)OC(=O)C)O)OC(=O)C)(C)C)O,Active,,,Potential missing data,,Activity,,,,Active
