PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103177459,176870,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,Active,,,,1.22,EC50,=,1220,nM
2,404652556,134817201,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.82,EC50,=,820,nM
3,442052175,156013663,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)NCC5=CC=CC=C5)OC,Active,,,,5.83,EC50,=,5830,nM
4,442056005,156016250,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)N5CCCC5)OC,Active,,,,8.85,EC50,=,8850,nM
5,442056300,156016473,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C(=C4)OC)OC)OC,Active,,,,2.79,EC50,=,2790,nM
6,442056594,156016676,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC(=C(C=C4)OC)OC,Active,,,,1.049,EC50,=,1049,nM
7,442057572,156017370,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC(=CC=C4)OC,Active,,,,10,EC50,=,10000,nM
8,442061040,156019837,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)O)OC,Active,,,,10,EC50,=,10000,nM
9,442063226,156021359,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)C(=O)N)OC,Unspecified,,,,10.05,EC50,=,10050,nM
