PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312363645,50800463,CC(=O)N1C(OC(=N1)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4)C5=CC=C(C=C5)C(=O)O,Unspecified,,,,12.5,IC50,=,12500,nM
2,312363646,46370413,CC1=C(C(=CC=C1)C)N2C3=C(C(=O)N(C(=N3)SCC4=CC(=O)N5C=C(C=CC5=N4)Cl)C6=C(C=CC=C6C)C)SC2=S,Active,,,,3.9,IC50,=,3900,nM
3,494401768,23004446,CC1=NN=C2N1C3=C(C=CC(=C3)C(=O)C4=CC=CC=C4)N=C2NC5=CC=CC(=C5)C(=O)O,Unspecified,,,,86.7,IC50,=,86700,nM
4,494405017,2859528,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)N4C(CC(=N4)C5=CC=CS5)C6=CC=C(C=C6)F,Unspecified,,,,32.2,IC50,=,32200,nM
5,494405498,1023122,CCN(CC)CCN1C2=CC=CC=C2N=C1NC(=O)C3=CC=C(O3)CN4C(=C(C(=N4)[N+](=O)[O-])Cl)C,Unspecified,,,,15.6,IC50,=,15600,nM
6,494411265,16000516,C1CCCN(CC1)C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)NCCCC(=O)O,Unspecified,,,,26.4,IC50,=,26400,nM
7,494424366,50778640,C1CCN(CC1)CCNC(=O)C2=CC(=CC=C2)NC3=NN=C(C=C3)C4=CC(=CC=C4)F,Unspecified,,,,75.3,IC50,=,75300,nM
