PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103382714,6328182,C/C(=N\N=C(N)N)/C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)/C(=N/N=C(N)N)/C,Unspecified,,,,398,CC50,=,398000,nM
2,103505857,70840,C1=CC=C(C=C1)C2=CC(=NN2)C3=CC=CC=C3,Unspecified,,,,123,CC50,=,123000,nM
3,103623530,24950860,CC1=C(SC(=N1)NC(=O)NC2=CC=C(C=C2)C(=O)C)C(=O)NCC3=CC(=C(C=C3)Cl)Cl,Unspecified,,,,138,CC50,=,138000,nM
4,103623770,24951336,CC1=C(SC(=N1)N2C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4)C(=O)NCC5=CC(=C(C=C5)Cl)Cl,Unspecified,,,,186,CC50,=,186000,nM
5,103623899,24950864,CC1=C(SC(=N1)N(CC2=CC=C(C=C2)C(=O)C)CC3=CC=C(C=C3)C(=O)C)C(=O)OC,Unspecified,,,,200,CC50,=,200000,nM
6,103623904,24951341,C1=CC(=CC=C1C2=NC(=CS2)CSC3=CC=C(C=C3)N)Cl,Unspecified,,,,151,CC50,=,151000,nM
7,103623967,24951025,C1=CC=C(C=C1)C2=NC(=CS2)CSC3=CC=CC=C3N,Unspecified,,,,119,CC50,=,119000,nM
8,103623968,24948932,C1=CC=C(C=C1)C2=NC(=CS2)CSC3=CC=C(C=C3)N,Unspecified,,,,155,CC50,=,155000,nM
9,103623969,24948933,C1=CC=C(C(=C1)C2=NC(=CS2)CSC3=CC=C(C=C3)N)Cl,Unspecified,,,,131,CC50,=,131000,nM
10,103623970,24951026,C1=CC=C(C(=C1)C2=NC(=CS2)CSC3=CC=CC=C3N)Cl,Unspecified,,,,133,CC50,=,133000,nM
11,103624042,24951029,COC(=O)C1=C(N=C(S1)C2=CC=C(C=C2)Cl)C(Br)Br,Unspecified,,,,153,CC50,=,153000,nM
12,103624536,5351382,CC1=C(SC(=N1)N2C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4)C(=O)/C=C/C5=CC(=C(C=C5)Cl)Cl,Unspecified,,,,70,CC50,=,70000,nM
13,103624584,329202,C1=CC=C(C(=C1)N)SCC2=CSC(=N2)C3=CC=C(C=C3)Cl,Unspecified,,,,61,CC50,=,61000,nM
14,103624586,24950705,CC1=C(SC(=N1)NC(=O)NC2=CC=C(C=C2)/C(=N/N=C(N)N)/C)C(=O)NCC3=C(C=C(C=C3)Cl)Cl,Unspecified,,,,154,CC50,=,154000,nM
15,103624587,24951179,CC1=C(SC(=N1)NC(=O)NC2=CC=C(C=C2)C(=O)C)C(=O)OC,Unspecified,,,,155,CC50,=,155000,nM
