PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103169192,464205,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,Unspecified,,,,10,CC50,>=,10000,nM
2,404701690,145983071,C1CC1NC2=C3C(=NC=N2)N(C=N3)[C@@H]4C[C@@H](C(=C4)I)OCP(=O)([O-])[O-].[Na+].[Na+],Unspecified,,,,10,CC50,>=,10000,nM
3,404701807,145983156,C1[C@H](C=C([C@H]1OCP(=O)([O-])[O-])F)N2C=NC3=C2N=C(NC3=O)N.[Na+].[Na+],Unspecified,,,,10,CC50,>=,10000,nM
4,404702286,145983492,C1[C@H](C=C([C@H]1OCP(=O)([O-])[O-])I)N2C=NC3=C2N=CNC3=O.[Na+].[Na+],Unspecified,,,,10,CC50,>=,10000,nM
5,404702484,145983642,C1[C@H](C=C([C@H]1OCP(=O)(O)[O-])F)N2C=NC3=C(N=CN=C32)N.[Na+],Unspecified,,,,10,CC50,>=,10000,nM
6,404705389,145985712,C1[C@H](C=C([C@H]1OCP(=O)([O-])[O-])I)N2C=NC3=C2N=C(NC3=O)N.[Na+].[Na+],Unspecified,,,,10,CC50,>=,10000,nM
7,404705757,134817109,C1[C@H](C=C([C@H]1OCP(=O)(O)O)I)N2C=NC3=C(N=CN=C32)N,Unspecified,,,,10,CC50,>=,10000,nM
