PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,520027747,177650916,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4/N=C/C6=CC=CS6)OC)OC)OC)OC)OC,Unspecified,,,,52.73,CC50,=,52730,nM
2,520028936,177651078,COC1=C(C=CC(=C1)/C=N/N2C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)C6=CC(=C(C=C46)OC)OC)OC)OC)OC)OC)O,Unspecified,,,,113,CC50,=,113000,nM
3,520028955,177651090,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4/N=C/C6=NC7=CC=CC=C7C=C6)OC)OC)OC)OC)OC,Unspecified,,,,100.4,CC50,=,100400,nM
4,520029975,177651139,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4/N=C/C6=C7C=CC=CC7=CC8=CC=CC=C86)OC)OC)OC)OC)OC,Unspecified,,,,352.3,CC50,=,352300,nM
5,520030031,177651164,COC1=CC(=CC(=C1O)OC)/C=N/N2C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)C6=CC(=C(C=C46)OC)OC)OC)OC)OC)OC,Unspecified,,,,100,CC50,>,100000,nM
6,520031927,177651349,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4/N=C/C6=CC=CC=C6)OC)OC)OC)OC)OC,Unspecified,,,,100,CC50,>,100000,nM
7,520031961,177651365,COC1=CC(=CC(=C1OC)OC)/C=N/N2C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)C6=CC(=C(C=C46)OC)OC)OC)OC)OC)OC,Unspecified,,,,99.84,CC50,=,99840,nM
8,520033111,177651447,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4NC(=O)C6=CC(=CC(=C6)C(F)(F)F)C(F)(F)F)OC)OC)OC)OC)OC,Unspecified,,,,98.91,CC50,=,98910,nM
9,520036966,177651740,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4/N=C/C6=CC=CC=C6O)OC)OC)OC)OC)OC,Unspecified,,,,173.2,CC50,=,173200,nM
10,520036987,177651751,CN(C)C1=CC=C(C=C1)/C=N/N2C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)C6=CC(=C(C=C46)OC)OC)OC)OC)OC)OC,Unspecified,,,,122.5,CC50,=,122500,nM
11,520038085,177651857,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4/N=C/C6=CC=C(C=C6)Br)OC)OC)OC)OC)OC,Unspecified,,,,181.4,CC50,=,181400,nM
12,520038118,177651869,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4NC(=O)C6=CC=C(C=C6)[N+](=O)[O-])OC)OC)OC)OC)OC,Unspecified,,,,97.29,CC50,=,97290,nM
