PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,336893572,127043014,COC1=C(C=C(C=C1)C(=O)O)C2=CC=C(S2)C#CCO,Active,,,,2.3,IC50,=,2300,nM
2,336893573,127043015,CC1=CC(=C(C=C1C(=O)O)C2=CC=C(S2)C#CCO)OC,Active,,,,0.53,IC50,=,530,nM
3,336893574,127043016,COC1=C(C=C(C=C1)C2=NNN=N2)C3=CC=C(S3)C#CCO,Active,,,,2.4,IC50,=,2400,nM
4,336893575,137243533,CC1=CC(=C(C=C1C2=NOC(=O)N2)C3=CC=C(S3)C#CCO)OC,Active,,,,3.2,IC50,=,3200,nM
5,336893576,127043018,CC1=CC(=C(C=C1C2=NC=CN2)C3=CC=C(S3)C#CCO)OC,Unspecified,,,,44,IC50,=,44000,nM
6,336893577,127043019,CC1=CC(=C(C=C1S(=O)(=O)NC(=O)C)C2=CC=C(S2)C#CCO)OC,Active,,,,2.5,IC50,=,2500,nM
7,336893582,127043024,CC1=CC(=C(C=C1C(=O)NS(=O)(=O)C2=CC=CC=C2)C3=CC=C(S3)C#CCO)OC,Active,,,,0.17,IC50,=,170,nM
8,336893583,127043025,COC1=CC(=C(C=C1C2=CC=C(S2)C#CCO)C(=O)NS(=O)(=O)C3=CC=CC=C3)OC,Active,,,,0.25,IC50,=,250,nM
9,336893584,121232415,COC1=CC(=CC=C1)S(=O)(=O)NC(=O)C2=C(C=C(C(=C2)C3=CC=C(S3)C#CCO)OC)OC,Active,,,,0.17,IC50,=,170,nM
10,336893835,127043211,COC1=CC(=CC=C1)S(=O)(=O)NC(=O)C2=C(C=C(C(=C2)C3=CC=C(S3)C#CCO)Cl)OC,Active,,,,0.14,IC50,=,140,nM
11,336893836,127043212,CC1=CC(=C(C=C1S(=O)(=O)NC(=O)C2=CC=CC3=C2N=CC=C3)C4=CC=C(S4)C#CCO)OC,Active,,,,0.023,IC50,=,23,nM
12,336894035,127043361,C1=C(SC(=C1)Cl)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O,Unspecified,,,,26,IC50,=,26000,nM
13,336894155,118797899,C1=CC=C(C=C1)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O,Unspecified,,,,177,IC50,=,177000,nM
14,336894156,127043457,C1=CC=C(C(=C1)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O)Cl,Unspecified,,,,192,IC50,=,192000,nM
15,336895021,127044074,C1=CC(=CC=C1C2=CC(=CC(=C2)CC(=O)O)CC(=O)O)Cl,Unspecified,,,,62,IC50,=,62000,nM
16,336895539,127044380,C1=C(SC(=C1)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O)C#CCCO,Unspecified,,,,29,IC50,=,29000,nM
17,336896287,127044864,COC1=C(C=C(C=C1)CC(=O)O)C2=CC=C(S2)C#CCO,Active,,,,7.5,IC50,=,7500,nM
18,336896547,118797902,CC1=CC(=C(C=C1C(=O)NS(=O)(=O)C)C2=CC=C(S2)C#CCO)OC,Active,,,,0.34,IC50,=,340,nM
19,336897047,127045346,C1=CC(=CC(=C1)Cl)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O,Unspecified,,,,141,IC50,=,141000,nM
20,336897048,127045347,C1=COC(=C1)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O,Unspecified,,,,211,IC50,=,211000,nM
21,336897049,118797900,C1=CSC(=C1)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O,Unspecified,,,,15,IC50,=,15000,nM
22,336897050,127045348,CC1=CC=C(S1)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O,Unspecified,,,,96,IC50,=,96000,nM
23,336897051,127045349,C1=C(SC(=C1)Br)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O,Unspecified,,,,39,IC50,=,39000,nM
24,336897052,127045350,C1=C(SC(=C1)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O)C#N,Unspecified,,,,199,IC50,=,199000,nM
25,336897053,118797901,C1=C(SC(=C1)C2=CC(=CC(=C2)CC(=O)O)CC(=O)O)C#CCO,Active,,,,1.7,IC50,=,1700,nM
