PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,475980413,166626488,C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)N3C(=CC(=N3)OC(=O)C4=CC=C(C=C4)N)N,Active,,,,0.009,IC50,=,9,nM
2,475980869,163322253,CCOC1=CC=C(C=C1)S(=O)(=O)N2C(=CC(=N2)OC(=O)C3=CC=C(C=C3)C4=CC=CC=C4)N,Active,,,,0.006,IC50,=,6,nM
3,475987493,166630035,C1=CC(=CC=C1C(=O)OC2=NN(C(=C2)N)S(=O)(=O)C3=CC=C(C=C3)Br)N,Active,,,,0.074,IC50,=,74,nM
4,475988115,3298611,COC1=CC=C(C=C1)S(=O)(=O)N2C(=CC(=N2)OC(=O)C3=CC=C(C=C3)C4=CC=CC=C4)N,Active,,,,0.5,IC50,=,500,nM
5,475997712,166635105,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)OC3=NN(C(=C3)N)S(=O)(=O)C4=CC=CC=C4,Active,,,,0.012,IC50,=,12,nM
