PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103492717,13711960,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)O,Active,,,,3,EC50,=,3000,nM,
2,103497872,135526599,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CNC6=O)O)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
3,174487064,495647,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,Active,,,,10,EC50,=,10000,nM,
4,174492106,73347515,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O[C@@H]4[C@H](O[C@H]([C@@H]4O)N5C=CC(=O)NC5=O)CO,Active,,,,10,EC50,=,10000,nM,
5,174492107,73347516,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)OC(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,Active,,,,0.9,EC50,=,900,nM,
6,174492108,73347517,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,Active,,,,1.5,EC50,=,1500,nM,
7,174497169,25053492,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)OC(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,Active,,,,10,EC50,=,10000,nM,
8,174497170,71739440,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=C(C(=O)NC5=O)Cl)O)O,Active,,,,2,EC50,=,2000,nM,
9,174497171,67463176,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=C(C(=O)NC5=O)Cl)O)OC(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,Active,,,,0.7,EC50,=,700,nM,
10,174497172,71739561,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O[C@@H]4[C@@H]([C@H](O[C@H]4N5C=C(C(=O)NC5=O)Cl)CO)O,Unspecified,,,,15,EC50,=,15000,nM,
11,174502419,7568287,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CC(=O)NC5=O)O)O,Active,,,,4,EC50,=,4000,nM,
12,174502420,73350616,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O[C@@H]4[C@@H]([C@H](O[C@H]4N5C=CC(=O)NC5=O)CO)O,Unspecified,,,,25,EC50,=,25000,nM,
13,174507597,11967038,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CC(=O)NC5=O)OC(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)O,Active,,,,1.2,EC50,=,1200,nM,
14,174507598,514178,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
15,174507599,136195725,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CNC6=O)O)OC(C7=CC=CC=C7)(C8=CC=CC=C8)C9=CC=CC=C9,Active,,,,0.4,EC50,<,400,nM,
16,174517771,136183879,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CNC6=O)OC(C7=CC=CC=C7)(C8=CC=CC=C8)C9=CC=CC=C9)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
17,174522987,11125464,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CC(=O)NC5=O)O)OC(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,Active,,,,1,EC50,=,1000,nM,
18,174522988,67541315,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=C(C(=O)NC5=O)Cl)OC(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)O,Active,,,,0.75,EC50,=,750,nM,
