PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312392765,90467500,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)N4CCOCC4)OC,Active,,,,0.052,Kd,=,52,nM
2,440126810,155521674,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)/C=C/C4=CC=CC=C4)OC,Active,,,,2,Kd,=,2000,nM
3,440130329,155523956,CC(C)C#CC1=C2C(=NS1)C=C(C=N2)C3=CC(=C(C=C3)OC)OC,Active,,,,3.2,Kd,=,3200,nM
4,440137764,155528810,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)C4=CC=C(C=C4)C#N)OC,Unspecified,,,,30,Kd,>,30000,nM
5,440139465,155529908,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)C4=CC=C(C=C4)C(=O)OC)OC,Unspecified,,,,30,Kd,>,30000,nM
6,440158110,155540963,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)C#CC4=CC=CC=C4)OC,Unspecified,,,,30,Kd,>,30000,nM
7,440163011,155542991,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)C#CC4=CN=CC=C4)OC,Active,,,,7.6,Kd,=,7600,nM
8,440163335,155543112,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)CCC4=CC=CC=C4)OC,Active,,,,3.2,Kd,=,3200,nM
9,440170537,155545939,CC1=CC(=CC=C1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)OC)OC,Active,,,,0.4,Kd,=,400,nM
10,440191214,90466196,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)C4=CC=CC=C4)OC,Active,,,,0.77,Kd,=,770,nM
11,440199520,155557541,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)C4=CC(=C(C=C4)OC)OC)OC,Active,,,,0.041,Kd,=,41,nM
12,440215034,90466336,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)C4=CC=NC=C4)OC,Active,,,,0.52,Kd,=,520,nM
13,440220131,90466337,COC1=C(C=C(C=C1)C2=CC3=NSC(=C3N=C2)C4=CSC=C4)OC,Active,,,,0.86,Kd,=,860,nM
