PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,123092436,44259,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,Active,,,,0.011,IC50,=,11,nM
2,312392786,90467922,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCOCC4)N,Active,,,,0.051,IC50,=,51,nM
3,461516045,162644068,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)C4=CC(=CC=C4)NC(=O)N5CCOCC5)N,Active,,,,0.0032,IC50,=,3.2,nM
4,461516655,162644485,CCC(=O)NCCC1CCCN(C1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.19,IC50,=,190,nM
5,461517623,162645177,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)C4=CC(=CC=C4)NC(=O)N5CCCC5)N,Active,,,,0.0022,IC50,=,2.2,nM
6,461522002,162648294,COC1=C(C=C(C=C1)C2=CC=NC3=C(SN=C23)N4CCC(CC4)CNC(=O)C=C)N,Active,,,,1.7,IC50,=,1700,nM
7,461522759,162648820,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC[C@@H](C4)CNC(=O)C5CC5)N,Active,,,,0.013,IC50,=,13,nM
8,461523022,162649004,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)C4=CC(=CC=C4)NC(=O)C=C)N,Active,,,,0.012,IC50,=,12,nM
9,461524064,162649726,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCC[C@H](C4)CNC(=O)C5CC5)N,Active,,,,0.36,IC50,=,360,nM
10,461528735,162652973,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)CNC(=O)C5=CC=CC=C5)N,Active,,,,0.035,IC50,=,35,nM
11,461530628,162654322,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)CNC(=O)C5CCCC5)N,Active,,,,0.039,IC50,=,39,nM
12,461531276,162654762,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)CNS(=O)(=O)C5CC5)N,Active,,,,0.078,IC50,=,78,nM
13,461531829,162655164,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)CNC(=O)C=C)N,Active,,,,0.078,IC50,=,78,nM
14,461536047,162658123,CC(C)CC(=O)NCC1CCCN(C1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.069,IC50,=,69,nM
15,461536835,162658699,CCC(=O)NCC1CCN(CC1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,1.8,IC50,=,1800,nM
16,461538517,162659892,CC(C)C(=O)NC1=CC=CC(=C1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.0038,IC50,=,3.8,nM
17,461541319,162661823,CCC(=O)NC1=CC=CC(=C1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.0077,IC50,=,7.7,nM
18,461543961,162663655,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)C4=CC(=CC=C4)NC(=O)C5CCCC5)N,Active,,,,0.017,IC50,=,17,nM
19,461544906,162664352,CCC(=O)NC1=CC=C(C=C1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Unspecified,,,,1.1,IC50,>,1100,nM
20,461545625,162664861,CCC(=O)NCC1CCCN(C1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.074,IC50,=,74,nM
21,461548243,162666662,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)CNC(=O)N5CCCC5)N,Active,,,,0.037,IC50,=,37,nM
22,461553283,162670188,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)CNC(=O)NC5CC5)N,Active,,,,0.062,IC50,=,62,nM
23,461557440,162673180,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)C4=CC(=CC=C4)NC(=O)C5CC5)N,Active,,,,0.0088,IC50,=,8.8,nM
24,461561163,162675777,CCC(=O)NC1CCCN(C1)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,0.9,IC50,=,900,nM
25,461562234,162676540,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)C4=CC=C(C=C4)NC(=O)C=C)N,Active,,,,0.5,IC50,=,500,nM
26,461562945,162677047,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)CNC(=O)C5CC5)N,Active,,,,0.014,IC50,=,14,nM
27,461563516,162677430,COC1=C(C=CC(=C1)C2=CC3=NSC(=C3N=C2)N4CCCC(C4)CNC(=O)N5CCOCC5)N,Active,,,,0.085,IC50,=,85,nM
