PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103226686,446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Active,,,,0.7,IC50,=,700,nM
2,103340697,,,Active,,,,4.2,IC50,=,4200,nM
3,163313816,71449745,C1=CC=C(C=C1)/C=C/C=N\NC(=O)C2=CC(=NC3=CC=CC=C32)/C=N/NC4=CC(=CC=C4)[N+](=O)[O-],Unspecified,,,,74.9,IC50,=,74900,nM
4,163317261,71451559,C1=CC=C(C=C1)C/C=N\NC(=O)C2=CC(=NC3=CC=CC=C32)/C=N/NC4=CC=CC(=C4)C(F)(F)F,Unspecified,,,,73.4,IC50,=,73400,nM
5,163317264,136205806,CCOC(=O)C1=CC(=C(C(=C1)/C=N/NC2=NC3=CC=CC=C3N2)O)/C=N/NC4=NC5=CC=CC=C5N4,Unspecified,,,,35.9,IC50,=,35900,nM
6,163320744,60195085,C1=CC=C(C=C1)CCCCNC(=O)C2=CC(=NC3=CC=CC=C32)/C=N/NC4=CC=CC(=C4)C(=O)O,Unspecified,,,,11,IC50,=,11000,nM
7,163320745,71453400,C1=CC=C(C=C1)C/C=N\NC(=O)C2=CC(=NC3=CC=CC=C32)/C=N/NC4=CC(=CC=C4)Br,Unspecified,,,,24.7,IC50,=,24700,nM
8,163327584,60195084,C1=CC=C(C=C1)CCCNC(=O)C2=CC(=NC3=CC=CC=C32)/C=N/NC4=CC=CC(=C4)C(=O)O,Unspecified,,,,30.9,IC50,=,30900,nM
9,163327587,71456909,C1=CC=C(C=C1)C/C=N\NC(=O)C2=CC(=NC3=CC=CC=C32)/C=N/NC4=CC(=CC=C4)Cl,Unspecified,,,,61.3,IC50,=,61300,nM
10,163331088,136205825,CCOC(=O)C1=CC(=C(C(=C1)/C=N/NC2=CC=C(C=C2)C(C)C)O)/C=N/NC3=CC=C(C=C3)C(C)C,Active,,,,8,IC50,=,8000,nM
