PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103273904,135433495,C[C@]1([C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O)O,Active,,,,1.7,EC50,=,1700,nM
2,242246900,2864865,C1C(N(N=C1C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)F,Unspecified,,,,13,EC50,>,13000,nM
3,242314096,44193697,C1C(N(N=C1C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4Cl,Unspecified,,,,14,EC50,>,14000,nM
4,242384824,44193696,C1C(N(N=C1C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC(=CC=C4)Cl,Unspecified,,,,9,EC50,>,9000,nM
5,242476710,13927310,CC1=CC=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4,Unspecified,,,,8,EC50,>,8000,nM
6,404651788,145949355,C1C(N(N=C1C2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC(=CC=C5)F,Unspecified,,,,10,EC50,>,10000,nM
7,404651980,145949493,CC1=CC=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)OCC5=CC=CC=C5,Unspecified,,,,36,EC50,>,36000,nM
8,404653864,145950809,C1C(N(N=C1C2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=C(C=C5)Cl,Unspecified,,,,8,EC50,>,8000,nM
9,404655171,145951710,C1C(N(N=C1C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC(=CC=C5)F,Unspecified,,,,11,EC50,>,11000,nM
10,404655652,145952064,C1C(N(N=C1C2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=CC=C5,Unspecified,,,,13,EC50,>,13000,nM
11,404658183,145953793,CC1=CC=CC=C1C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)OC5=CC=CC=C5,Unspecified,,,,8,EC50,>,8000,nM
12,404659207,145954516,C1C(N(N=C1C2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=CC=C5F,Unspecified,,,,34,EC50,>,34000,nM
13,404659348,44143704,CC1=CC=CC=C1C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4,Unspecified,,,,14,EC50,>,14000,nM
14,404659416,145954652,CC1=CC=CC=C1C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)OCC5=CC=CC=C5,Unspecified,,,,22,EC50,>,22000,nM
15,404659438,145954665,CC1=CC=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)OC5=CC=CC=C5,Unspecified,,,,9,EC50,>,9000,nM
16,404660115,145955128,C1C(N(N=C1C2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=CC=C5Cl,Unspecified,,,,9,EC50,>,9000,nM
17,404661044,145955777,C1C(N(N=C1C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=C(C=C5)Cl,Unspecified,,,,15,EC50,>,15000,nM
18,404661184,145955867,C1C(N(N=C1C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=CC=C5Cl,Unspecified,,,,12,EC50,>,12000,nM
19,404662762,145956962,C1C(N(N=C1C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC(=CC=C5)Cl,Unspecified,,,,45,EC50,>,45000,nM
20,404665417,145958811,C1C(N(N=C1C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=CC=C5F,Unspecified,,,,90,EC50,>,90000,nM
21,404668265,145960778,C1C(N(N=C1C2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC(=CC=C5)Cl,Unspecified,,,,10,EC50,>,10000,nM
22,404668291,50887019,C1C(N(N=C1C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=CC=C5,Unspecified,,,,80,EC50,>,80000,nM
23,404671090,145962712,C1C(N(N=C1C2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=C(C=C5)F,Unspecified,,,,9,EC50,>,9000,nM
24,404685269,145972256,CC1=CC(=CC=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)OCC5=CC=CC=C5,Unspecified,,,,9,EC50,>,9000,nM
25,404685554,145972439,C1C(N(N=C1C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=C(C=C4)S(=O)(=O)N)C5=CC=C(C=C5)F,Unspecified,,,,60,EC50,>,60000,nM
26,404692738,145977215,CC1=CC(=CC=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)OC5=CC=CC=C5,Unspecified,,,,9,EC50,>,9000,nM
