PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,164130180,71580450,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2=C(C=CC(=C2)F)F,Active,,,,5.4,EC50,=,5400,nM
2,164130195,71580236,CC1CCCCC1N(CCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O)C(=O)OC(C)(C)C,Active,,,,0.3,EC50,=,300,nM
3,164135836,71580559,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C23CC4CC(C2)CC(C4)C3,Active,,,,1.38,EC50,=,1380,nM
4,164135837,71580558,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2C3CC4CC(C3)CC2C4,Active,,,,0.125,EC50,=,125,nM
5,164135838,71717763,CC(C)(C)CC(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CCCCC2,Active,,,,1.5,EC50,=,1500,nM
6,164135839,71580337,CC1CCCCC1N(CCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O)C(=O)C(C)(C)C,Active,,,,0.32,EC50,=,320,nM
7,164138694,71580341,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2=C(C=C(C=C2)F)F,Active,,,,2.2,EC50,=,2200,nM
8,164141463,71580557,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CCCCCCC2,Active,,,,0.8,EC50,=,800,nM
9,164144253,71580454,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CCCC2,Active,,,,2,EC50,=,2000,nM
10,164144254,71580452,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CC2,Active,,,,8.8,EC50,=,8800,nM
11,164146997,71580453,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CCC2,Active,,,,1.9,EC50,=,1900,nM
12,164146998,71720173,CC(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CCCCC2,Unspecified,,,,14,EC50,=,14000,nM
13,164146999,71580338,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CCCCC2,Active,,,,0.28,EC50,=,280,nM
14,164149891,71580556,CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CCCCCC2,Active,,,,0.8,EC50,=,800,nM
