PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103175813,5329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,Active,,,,0.0474,IC50,=,47.4,nM,
2,103645206,44588117,C1=CC(=CN=C1)C(=O)NC2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)C#N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
3,194166597,59699998,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C4=CC=CC=C4)N=C2)OC,Active,,,,0.0236,IC50,=,23.6,nM,
4,312358421,118714184,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4CCCCC4)N=C2)OC,Active,,,,0.319,IC50,=,319,nM,
5,440114579,138393295,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CN=CC=C4)N=C2)OC,Active,,,,0.00402,IC50,=,4.02,nM,
6,440118346,155516193,COC1=C(C=C(C=C1)C2=CN=C3C(=N2)C(=CN3)C#CC4=CN=CC=C4)OC,Active,,,,0.00927,IC50,=,9.27,nM,
7,440119019,155516654,COC1=CC=C(C=C1)C(=O)NC2=CNC3=C2C=C(C=N3)C4=CC(=C(C=C4)OC)OC,Active,,,,0.0721,IC50,=,72.1,nM,
8,440119848,155517221,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CC=CC=C4)N=C2)OC,Active,,,,0.108,IC50,=,108,nM,
9,440123901,155519881,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CC(=CC=C4)C#N)N=C2)OC,Active,,,,0.381,IC50,=,381,nM,
10,440124290,155520094,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CC=C(C=C4)F)N=C2)OC,Active,,,,0.161,IC50,=,161,nM,
11,440125739,155520971,CC1=CC=C(C=C1)C#CC2=CNC3=C2C=C(C=N3)C4=CC(=C(C=C4)OC)OC,Active,,,,0.42,IC50,=,420,nM,
12,440125895,10154537,COC1=CC=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CN=CC=C4)N=C2,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
13,440129550,155523429,C1=CC(=CN=C1)C(=O)NC2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
14,440130088,155523797,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CC(=CC=C4)OC)N=C2)OC,Active,,,,0.149,IC50,=,149,nM,
15,440131412,9858254,C1=CC(=CN=C1)C(=O)NC2=CNC3=C2C=C(C=N3)C4=CSC=C4,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
16,440131448,155524697,CC1=CC=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CN=CC=C4)N=C2,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
17,440137473,57891796,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CC=CC=C4)N=C2)OC,Active,,,,0.209,IC50,=,209,nM,
18,440144626,155533332,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CC=C(C=C4)F)N=C2)OC,Active,,,,0.387,IC50,=,387,nM,
19,440146878,155534845,CN1C=C(C2=C1N=CC(=C2)C3=CC(=C(C=C3)OC)OC)NC(=O)C4=CN=CC=C4,Active,,,,3.39,IC50,=,3390,nM,
20,440149931,155536780,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C(=O)C4=CC=CC=C4)N=C2)OC,Active,,,,0.184,IC50,=,184,nM,
21,440151563,155537883,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4CCCC4)N=C2)OC,Active,,,,0.398,IC50,=,398,nM,
22,440152493,155538489,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NS(=O)(=O)C4=CC=CC=C4)N=C2)OC,Active,,,,4.44,IC50,=,4440,nM,
23,440156050,155540035,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CC=NC=C4)N=C2)OC,Active,,,,0.381,IC50,=,381,nM,
24,440157404,155540633,CC1=CC(=CC=C1)C2=CC3=C(NC=C3NC(=O)C4=CN=CC=C4)N=C2,Active,,,,0.0186,IC50,=,18.6,nM,
25,440163921,155543338,C1=CC(=CN=C1)C(=O)NC2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)C(F)(F)F,Active,,,,0.23,IC50,=,230,nM,
26,440168090,155544989,COC1=C(C=C(C=C1)C2=CC3=C(NN=C3N=C2)NC(=O)C4=CN=CC=C4)OC,Active,,,,0.462,IC50,=,462,nM,
27,440184108,10156251,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CN=CC=C4)N=C2)OC,Active,,,,0.00432,IC50,=,4.32,nM,
28,440196007,155556093,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)CC4=CC=CC=C4)N=C2)OC,Active,,,,0.612,IC50,=,612,nM,
29,440225571,9858007,C1=CC=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CN=CC=C4)N=C2,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
