PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,336893582,127043024,CC1=CC(=C(C=C1C(=O)NS(=O)(=O)C2=CC=CC=C2)C3=CC=C(S3)C#CCO)OC,Unspecified,,,,34,EC50,=,34000,nM
2,336893583,127043025,COC1=CC(=C(C=C1C2=CC=C(S2)C#CCO)C(=O)NS(=O)(=O)C3=CC=CC=C3)OC,Unspecified,,,,37,EC50,=,37000,nM
3,336893584,121232415,COC1=CC(=CC=C1)S(=O)(=O)NC(=O)C2=C(C=C(C(=C2)C3=CC=C(S3)C#CCO)OC)OC,Active,,,,2.3,EC50,=,2300,nM
4,336893835,127043211,COC1=CC(=CC=C1)S(=O)(=O)NC(=O)C2=C(C=C(C(=C2)C3=CC=C(S3)C#CCO)Cl)OC,Unspecified,,,,13,EC50,=,13000,nM
5,336893836,127043212,CC1=CC(=C(C=C1S(=O)(=O)NC(=O)C2=CC=CC3=C2N=CC=C3)C4=CC=C(S4)C#CCO)OC,Unspecified,,,,14,EC50,=,14000,nM
6,336896547,118797902,CC1=CC(=C(C=C1C(=O)NS(=O)(=O)C)C2=CC=C(S2)C#CCO)OC,Unspecified,,,,50,EC50,>,50000,nM
