PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,404673442,86728598,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)F,Active,,,,0.02,EC50,=,20,nM
2,404673783,86729060,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC(=C43)CCCO)OC,Active,,,,1.4,EC50,=,1400,nM
3,404673956,86728627,COC1=CC(=C(C=C1)OC)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,2.5,EC50,=,2500,nM
4,404674060,86728867,CC1=NC=C(C=C1)C(C(=O)C2=CNC3=CC=CC=C32)NC4=CC(=CC=C4)OC,Active,,,,0.073,EC50,=,73,nM
5,404674445,86729051,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC(=C43)CO)OC,Active,,,,0.288,EC50,=,288,nM
6,404675244,86729070,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OCCCO,Active,,,,0.085,EC50,=,85,nM
7,404675483,86728623,COC1=CC=CC(=C1)NC(C2=CC=C(C=C2)C#N)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.041,EC50,=,41,nM
8,404675996,145965951,CN(C)CCC1=CC2=C(C=C1)C(=CN2)C(=O)C(C3=CC=CC=C3)NC4=CC(=CC(=C4)OC)OC,Active,,,,2,EC50,=,2000,nM
9,404676026,86728876,COC1=CC=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C(=CC=C4)F,Active,,,,0.122,EC50,=,122,nM
10,404676215,86728863,CC1=C2C(=CC=C1)C(=CN2)C(=O)C(C3=CC=CC=C3)NC4=CC(=CC=C4)OC,Active,,,,0.051,EC50,=,51,nM
11,404676218,86728602,COC1=CC=CC(=C1)NC(C2=CC=NC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.138,EC50,=,138,nM
12,404676273,86728622,C1=CC=C(C=C1)C(C(=O)C2=CNC3=CC=CC=C32)NC4=CC=CC(=C4)C#N,Active,,,,2.1,EC50,=,2100,nM
13,404676332,86728747,COC1=CC=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=C(C=C4)F,Active,,,,0.034,EC50,=,34,nM
14,404676798,42916879,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OC,Active,,,,0.001,EC50,=,1,nM
15,404676798,42916879,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OC,Active,,,,0.348,EC50,=,348,nM
16,404676798,42916879,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OC,Active,,,,0.007,EC50,=,7,nM
17,404676812,86728592,C1=CC=C(C=C1)C(C(=O)C2=CNC3=CC=CC=C32)NC4=CC(=CC=C4)F,Active,,,,2.4,EC50,=,2400,nM
18,404677372,86729044,CC1=CC=CC=C1C(C(=O)C2=CNC3=CC=CC=C32)NC4=CC(=CC=C4)OC,Active,,,,0.096,EC50,=,96,nM
19,404677389,71542830,COC1=CC=CC(=C1)NC(C2=CN=CC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.138,EC50,=,138,nM
20,404677912,86728635,CS(=O)(=O)C1=CC=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,6.5,EC50,=,6500,nM
21,404677933,86728948,COC1=CC=CC(=C1)NC(C2=NC=CN=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.837,EC50,=,837,nM
22,404678254,16307180,COC1=C(C=C(C=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OC,Active,,,,0.078,EC50,=,78,nM
23,404679762,86728618,COC1=CC=CC(=C1)NC(C2=CN=CN=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.391,EC50,=,391,nM
24,404680095,145968706,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=CC(=C4)CCS(=O)(=O)C)OC,Active,,,,0.406,EC50,=,406,nM
25,404680440,86728599,C1=CC=C(C=C1)C(C(=O)C2=CNC3=CC=CC=C32)NC4=CN=CC=C4,Active,,,,5,EC50,=,5000,nM
26,404682772,86728952,COC1=CC=CC(=N1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.288,EC50,=,288,nM
27,404684595,86729047,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,0.013,EC50,=,13,nM
28,404684741,86728606,COC1=CC=CC(=C1)NC(C2=CC=CO2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.297,EC50,=,297,nM
29,404684919,86728916,COC1=NC(=CN=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.484,EC50,=,484,nM
30,404686137,86728750,COC1=CC=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=CC(=C4)F,Active,,,,0.045,EC50,=,45,nM
31,404686207,86728628,COC1=CC=CC(=C1OC)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,4.2,EC50,=,4200,nM
32,404686394,86728780,CC1=CC=C(C=C1)C(C(=O)C2=CNC3=CC=CC=C32)NC4=CC(=CC=C4)OC,Active,,,,0.022,EC50,=,22,nM
33,404686434,86728610,CC1=CC(=NO1)C(C(=O)C2=CNC3=CC=CC=C32)NC4=CC(=CC=C4)OC,Active,,,,0.59,EC50,=,590,nM
34,404687474,71542831,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=C(C=C4)F)OC,Active,,,,0.007,EC50,=,7,nM
35,404688647,86728798,COC1=CC=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.025,EC50,=,25,nM
36,404688943,86728829,COC1=CC=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=CC=C4F,Active,,,,0.057,EC50,=,57,nM
37,404689015,86729055,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=C(C=C4)CCCO)OC,Active,,,,0.096,EC50,=,96,nM
38,404689289,71542742,C1=CC=C(C=C1)C(C(=O)C2=CNC3=CC=CC=C32)NC4=CC(=CC=C4)OC(F)(F)F,Active,,,,0.926,EC50,=,926,nM
39,404689384,86728604,COC1=CC=CC(=C1)NC(C2=CC=C(C=C2)S(=O)(=O)C)C(=O)C3=CNC4=CC=CC=C43,Active,,,,1.6,EC50,=,1600,nM
40,404689485,71542927,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,0.012,EC50,=,12,nM
41,404689485,71542927,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,0.456,EC50,=,456,nM
42,404689485,71542927,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,0.059,EC50,=,59,nM
43,404689595,78679322,COC1=CC=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.073,EC50,=,73,nM
44,404689640,86729089,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=C(C=C4)CCO)OC,Active,,,,0.181,EC50,=,181,nM
45,404689914,86729048,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=C(C=C4)CO)OC,Active,,,,0.106,EC50,=,106,nM
46,404690201,90302481,CCOC1=CC(=CC(=C1)OC)NC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43,Active,,,,0.018,EC50,=,18,nM
47,404690571,86728689,COC1=CC=CC(=C1)NC(C2=NN3C=CC=CC3=C2)C(=O)C4=CNC5=CC=CC=C54,Active,,,,0.028,EC50,=,28,nM
48,404690750,145975894,COC1=CC(=CC(=C1)NC(C2=CC=CC=C2)C(=O)C3=CNC4=C3C=CC(=C4)CCO)OC,Active,,,,0.093,EC50,=,93,nM
49,404691068,86728680,COC1=CC2=C(C=C1)C(=CN2)C(=O)C(C3=CC=CC=C3)NC4=CC(=CC=C4)OC,Active,,,,0.043,EC50,=,43,nM
50,404691483,86728884,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43)OC,Active,,,,0.004,EC50,=,4,nM
51,404691728,71542931,COC1=CC=CC(=C1)NC(C2=NC3=CC=CC=C3O2)C(=O)C4=CNC5=CC=CC=C54,Active,,,,0.011,EC50,=,11,nM
