PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312363651,25147578,C1=CC=C(C=C1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,Active,,,,0.42,IC50,=,420,nM
2,312363652,118717695,C1CC1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,Active,,,,0.38,IC50,=,380,nM
3,312363654,45256024,C1=CC=C(C=C1)COC2=CC=CC(=C2)C(C3=C(C4=C(C=CC=N4)C=C3)O)NC5=NC=CS5,Active,,,,2.01,IC50,=,2010,nM
4,312363655,71663125,CCC1=CC=C(C=C1)NC(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)CSC4=NN=C(N4C)C5=CC=CC=C5,Active,,,,3.4,IC50,=,3400,nM
5,312363658,118717697,CC(C)C[C@@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)[C@@H](NC(=O)[C@H](N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)O)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6,Active,,,,2,Ki,=,2000,nM
6,312363659,71296029,C1CC(CCC1CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)CC2=CC(=C(C=C2)Cl)Cl)N=C(N)N,Active,,,,0.13,Ki,=,130,nM
