PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440110965,155511303,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC(=CC=C4)Cl)C,Active,,,,0.54,EC50,=,540,nM
2,440122907,155519238,CC1=CC=C(C=C1)C2=CC=C(C=C2)NC3=NC(=NC=C3)NCCN4CCOCC4,Active,,,,1.8,EC50,=,1800,nM
3,440125244,84502460,C1COCCN1CCNC2=NC=CC(=N2)NC3=CC=C(C=C3)Cl,Unspecified,,,,23.6,EC50,=,23600,nM
4,440125669,155520924,C1COCCN1CCNC2=NC=CC(=N2)NC(=O)C3=CC=C(S3)C4=CC=CC=N4,Active,,,,3.3,EC50,=,3300,nM
5,440127409,155522070,CN1CCN(CC1)C2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,4.6,EC50,=,4600,nM
6,440130698,155524190,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)NCC3=CC=C(C=C3)Cl)C,Active,,,,1.8,EC50,=,1800,nM
7,440131135,155524486,C1=CC(=CC(=C1)Cl)C2=CC=C(C=C2)NC3=NC(=NC=C3)NCC4=CN=CC=C4,Active,,,,3.4,EC50,=,3400,nM
8,440131459,155524704,C1COCCN1CCOC2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=CC=C4,Unspecified,,,,39.7,EC50,=,39700,nM
9,440132828,155525607,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)NCC3=CC=C(C=C3)F)C,Active,,,,1.98,EC50,=,1980,nM
10,440135574,155527386,C1CCN(CC1)CCNC2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=C(C=C4)Cl,Active,,,,1.1,EC50,=,1100,nM
11,440137918,155528922,CN1CCN(CC1)C2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC(=CC=C4)Cl,Active,,,,2.9,EC50,=,2900,nM
12,440138022,155528991,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=C(C=C4)Cl)C,Active,,,,0.18,EC50,=,180,nM
13,440138750,155529441,CN1CCN(CC1)C2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=C(C=C4)Cl,Active,,,,3.3,EC50,=,3300,nM
14,440143734,84503267,CC1=CC=C(C=C1)NC2=NC(=NC=C2)NCCN3CCOCC3,Unspecified,,,,21.3,EC50,=,21300,nM
15,440145344,155533823,CC1=CC=C(C=C1)C2=CC=C(C=C2)NC3=NC(=NC=C3)N4CCN(CC4)C,Active,,,,4.9,EC50,=,4900,nM
16,440150289,155537019,C1CN(CCN1CCO)C2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=CC=C4,Unspecified,,,,19.9,EC50,=,19900,nM
17,440152153,155538264,C1=CC=C(C=C1)C2=CC=C(C=C2)NC3=NC(=NC=C3)NCC4=C[N+](=CC=C4)[O-],Active,,,,9.1,EC50,=,9100,nM
18,440160797,155542066,C1CCN(CC1)CCNC2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,0.8,EC50,=,800,nM
19,440172485,155546715,C1=CC(=CN=C1)CNC2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=C(C=C4)Cl,Active,,,,4.1,EC50,=,4100,nM
20,440173471,155547127,CC1=CC=C(C=C1)CNC2=NC(=NC=C2)NC3CC(NC(C3)(C)C)(C)C,Active,,,,4.9,EC50,=,4900,nM
21,440176096,155548179,CC1=CC=C(C=C1)C2=CC=C(C=C2)NC3=NC(=NC=C3)NC4CC(NC(C4)(C)C)(C)C,Active,,,,1.51,EC50,=,1510,nM
22,440177207,155548606,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)NC3=CC=C(C=C3)Cl)C,Active,,,,1.9,EC50,=,1900,nM
23,440179139,112891879,C1=CC(=CN=C1)CNC2=NC=CC(=N2)NCC3=CC=C(C=C3)Cl,Unspecified,,,,23.7,EC50,=,23700,nM
24,440181938,155550526,C1CN(CCN1CCO)C2=NC=CC(=N2)NC3=CC=C(C=C3)Cl,Unspecified,,,,24,EC50,=,24000,nM
25,440195525,155555873,C1=CC=C(C=C1)C2=CC=C(C=C2)NC3=NC(=NC=C3)NCC4=CN=CC=C4,Active,,,,7.4,EC50,=,7400,nM
26,440203315,155559012,C1COCCN1CCNC2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,8.6,EC50,=,8600,nM
27,440208921,155561216,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)NCC3=CC=C(C=C3)OC)C,Unspecified,,,,12.5,EC50,=,12500,nM
28,440224949,84502480,C1=CC(=CN=C1)CNC2=NC=CC(=N2)NC3=CC=C(C=C3)Cl,Unspecified,,,,24,EC50,=,24000,nM
29,440225429,155567735,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)NC3=CC=C(C=C3)C4=CC=CC=C4)C,Active,,,,0.8,EC50,=,800,nM
30,440226813,155568285,C1COCCN1CCNC2=NC=CC(=N2)N/N=C/C3=C(C=C(C=C3)Cl)Cl,Unspecified,,,,10.6,EC50,=,10600,nM
