PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440123463,118864359,CC(C)C[C@H](C1=NC2=C(N1)C=C(C=C2)C3=C4C=CNC4=NC=N3)N,Active,,,,0.004,IC50,=,4,nM
2,440173713,118419786,CC(C)C[C@@H](COC1=C(C=C(C=C1)C2=CC(=NC=C2)NC(=O)C)C#N)N,Active,,,,0.0003,IC50,=,0.3,nM
3,440183302,118009188,CC(C)N1N=C(N=N1)C2=CC(=CC(=C2)O)NC3=NC=NN4C3=C(C=C4)CN5CCC(CC5)N,Active,,,,0.0033,IC50,=,3.3,nM
4,440187010,121255756,CC(C)CC(C1=NC2=CC(=C(C=C2C(=N1)C#N)C3=CN=CO3)OC)N,Active,,,,0.006,IC50,=,6,nM
5,440188354,135284803,CC(C)C[C@@](C)(COC1=C(C=C(C=C1)C2=CC=NC3=CC=NN23)C(F)F)N,Active,,,,0.0002,IC50,=,0.2,nM
6,440200259,134530903,CCOC(=O)NC1=NC=C2C(=C1)C3=C(CO2)C=C(C=C3)OC[C@](C)(CC(C)C)N,Active,,,,0.00062,IC50,=,0.62,nM
