PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,174488991,72711810,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CC3=CC=CC=C3,Active,,,,8.8,Ki,=,8800,nM
2,174489016,73346535,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=CC=C1,Unspecified,,,,11.2,Ki,=,11200,nM
3,174489017,72712242,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCC3=CC=CC=C3,Active,,,,1.8,Ki,=,1800,nM
4,174494020,72711813,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CC3=CC=C(C=C3)C,Active,,,,3.1,Ki,=,3100,nM
5,174494040,72714178,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)C3CCCC3,Active,,,,1.8,Ki,=,1800,nM
6,174499157,72714177,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)C3CCCC3,Active,,,,3.6,Ki,=,3600,nM
7,174499182,73349552,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)/C=C/C1=CC=CC=C1,Active,,,,6.9,Ki,=,6900,nM
8,174504419,72712026,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CC3=CC=C(C=C3)OC,Active,,,,7.8,Ki,=,7800,nM
9,174504445,72711375,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCOC(=O)C,Active,,,,3.6,Ki,=,3600,nM
10,174509532,72712239,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CC3=CC=C(C=C3)Cl,Unspecified,,,,10,Ki,>,10000,nM
11,174509533,72712241,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCC3=CC=CC=C3,Unspecified,,,,13.6,Ki,=,13600,nM
12,174514691,72711811,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CC3=CC=CC=C3,Active,,,,1.7,Ki,=,1700,nM
13,174514694,72710920,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)C3CCCCC3,Active,,,,9.3,Ki,=,9300,nM
14,174514709,73354076,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C(\C#N)/C(=O)NC2CC2,Active,,,,4,Ki,=,4000,nM
15,174519752,73355607,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C/C(=O)N,Active,,,,8.2,Ki,=,8200,nM
16,174519753,72712027,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CC3=CC=C(C=C3)OC,Active,,,,2.2,Ki,=,2200,nM
17,174519754,72712029,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CC3=CC=C(C=C3)F,Active,,,,1.5,Ki,=,1500,nM
18,174525023,72711812,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CC3=CC=C(C=C3)C,Active,,,,6.2,Ki,=,6200,nM
19,174525024,72712028,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CC3=CC=C(C=C3)F,Unspecified,,,,10,Ki,>,10000,nM
20,174525026,72710923,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)C(CCCC)C(=O)OC,Unspecified,,,,10,Ki,>,10000,nM
21,174525041,72713955,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCCC,Active,,,,4.7,Ki,=,4700,nM
22,174525045,73357148,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=CS1,Unspecified,,,,14.5,Ki,=,14500,nM
23,174525046,72712240,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CC3=CC=C(C=C3)Cl,Active,,,,2.2,Ki,=,2200,nM
24,174525048,72714175,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCCC,Active,,,,3.4,Ki,=,3400,nM
25,174525049,72710921,CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)C3CCCCC3,Active,,,,2.3,Ki,=,2300,nM
