PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,469798545,164608867,C1OC2=C(O1)C=C(C=C2)OC3=CC=C(C=C3)C(=O)N[C@@H](C4=CC=C(C=C4)OCC5=CC=CC=C5)C(=O)NC6=CC=CC(=C6)C(=O)N,Active,,,,2.2,EC50,=,2200,nM,
2,469798545,164608867,C1OC2=C(O1)C=C(C=C2)OC3=CC=C(C=C3)C(=O)N[C@@H](C4=CC=C(C=C4)OCC5=CC=CC=C5)C(=O)NC6=CC=CC(=C6)C(=O)N,Active,,,,6.8,EC90,=,6.8,uM,
3,469800001,164609903,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)OC5=CC=CC=C5,Active,,,,0.66,EC50,=,660,nM,
4,469800001,164609903,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)OC5=CC=CC=C5,Active,,,,7,EC90,=,7,uM,
5,469804985,164613509,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)C(=O)C5=CC=CC=C5,Active,,,,1.1,EC50,=,1100,nM,
6,469804985,164613509,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)C(=O)C5=CC=CC=C5,Active,,,,4.6,EC90,=,4.6,uM,
7,469806480,159870737,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)C5=CC=C(C=C5)Cl,Active,,,,1.6,EC50,=,1600,nM,
8,469806480,159870737,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)C5=CC=C(C=C5)Cl,Active,,,,4.7,EC90,=,4.7,uM,
9,469811225,164618012,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)C(F)(F)F,Active,,,,0.24,EC50,=,240,nM,
10,469811225,164618012,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)C(F)(F)F,Active,,,,4.8,EC90,=,4.8,uM,
11,469812995,164619292,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)C#N,Active,,,,0.66,EC50,=,660,nM,
12,469812995,164619292,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)C#N,Active,,,,8,EC90,=,8,uM,
13,469813185,164619430,C1=CC=C(C=C1)COC2=CC=C(C=C2)C(C(=O)N)NC(=O)C(CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C3=CC=CC=C3,Inconclusive,,,Potential missing data,,EC90,,,,Not Determined
14,469816676,164621961,C1COCCN1C2=CC=C(C=C2)C(=O)N[C@@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)C(=O)NC5=CC=CC(=C5)C(=O)N,Active,,,,0.85,EC50,=,850,nM,
15,469816676,164621961,C1COCCN1C2=CC=C(C=C2)C(=O)N[C@@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)C(=O)NC5=CC=CC(=C5)C(=O)N,Unspecified,,,,15,EC90,=,15,uM,
