PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,469801312,164610852,C1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(C=C3)C(=CN4)C(=O)NCC5CCNCC5,Unspecified,,,,49.7,IC50,=,49700,nM,
2,469801610,164611066,C1CNCCC1NC(=O)C2=CNC3=C2C=CC(=C3)C4=CC=NC=C4,Active,,,,10,IC50,=,10000,nM,
3,469803270,164612271,CC(C)(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)NC(=C3)C(=O)NCC4CCNCC4,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
4,469804087,164612876,C1CCN(CC1)CC2=CC=C(C=C2)C3=NC4=C(C=C3)C(=CN4)C(=O)NCC5CCNCC5,Active,,,,9.2,IC50,=,9200,nM,
5,469804241,164612992,CC1=C(C=CC(=C1)C#N)C2=CC3=C(C=C2)NC(=C3)C(=O)NCC4CCNCC4,Unspecified,,,,50,IC50,>,50000,nM,
6,469805233,164613686,C1CNCCC1CNC(=O)C2=CNC3=C2C=CC(=C3)C4=CNN=C4,Unspecified,,,,48.3,IC50,=,48300,nM,
7,469807809,164615532,CC(C)(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)C=C(N3)C(=O)NCC4CCNCC4,Unspecified,,,,15,IC50,=,15000,nM,
8,469812393,164618860,C1CNCCC1CNC(=O)C2=CC3=C(N2)C=C(C=C3)C4=CC=C(C=C4)OC5=CC=CC=C5,Active,,,,6.5,IC50,=,6500,nM,
9,469812559,164618977,C1CNCCC1CNC(=O)C2=CNC3=C2C=CC(=C3)C4=CC=C(C=C4)C#N,Unspecified,,,,12,IC50,=,12000,nM,
10,469814004,164620002,C1CNCCC1CNC(=O)C2=CC3=C(N2)C=C(C=C3)C4=CC=C(C=C4)OC(F)(F)F,Unspecified,,,,10.7,IC50,=,10700,nM,
11,469815108,163409029,C1CNCCC1CNC(=O)C2=CC3=C(N2)C=C(C=C3)C4=COC=C4,Active,,,,1.6,IC50,=,1600,nM,
12,469817282,164622397,COC1=CC=C(C=C1)C2=CC3=C(C=C2)C=C(N3)C(=O)NCC4CCNCC4,Unspecified,,,,10.6,IC50,=,10600,nM,
13,469818056,164622963,C1CNCCC1CNC(=O)C2=CC3=C(N2)C=C(C=C3)C4=CNN=C4,Unspecified,,,,10.3,IC50,=,10300,nM,
14,469820241,164624533,C1CNCCC1CNC(=O)C2=CNC3=CC(=C(C=C32)C4=COC=C4)C5=COC=C5,Active,,,,3.1,IC50,=,3100,nM,
15,469821071,164625128,C1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(C=C3)NC(=C4)C(=O)NCC5CCNCC5,Unspecified,,,,40.2,IC50,=,40200,nM,
16,469822457,164625937,CC1=CC=C(C=C1)C2=CC3=C(C=C2)C(=CN3)C(=O)NCC4CCNCC4,Unspecified,,,,50,IC50,>,50000,nM,
17,469824755,164627022,CC(C)(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)C(=CN3)C(=O)NCC4CCNCC4,Unspecified,,,,30.4,IC50,=,30400,nM,
