PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103558810,72378,C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2C1=C[C@@H]([C@H]5O)O)OCO4,Active,,,,1.7,EC50,=,1700,nM
2,103619997,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,40.75,EC50,=,40750,nM
3,504800858,172443907,C1=CC=NC(=C1)/N=N/NC2=CC(=CC=C2)Br,Active,,,,8.45,EC50,=,8450,nM
4,504810047,172450287,COC1=CC=C(C=C1)NN=NC2=CC=NC=C2,Unspecified,,,,48.12,EC50,=,48120,nM
5,504810131,13087187,CCN(CC)N=NC1=CC=C(C=C1)OC,Unspecified,,,,50,EC50,>,50000,nM
6,504821964,172458557,C1=CC(=CC=C1C(F)(F)F)N=NN2C=CN=C2,Active,,,,7.82,EC50,=,7820,nM
7,504824203,13681028,C1=CC=C(C=C1)N/N=N/C2=CC=CC=N2,Unspecified,,,,10.6,EC50,=,10600,nM
8,504825219,172460783,COC1=CC=C(C=C1)N=NN2C=CN=C2,Unspecified,,,,32.35,EC50,=,32350,nM
9,504827329,172462256,C1CC2=CC=CC=C2N(C1)N=NC3=CN=CC=C3,Active,,,,7.92,EC50,=,7920,nM
10,504828296,172462913,CC1=C(N=CC=C1)/N=N/NC2=CC=C(C=C2)OC,Unspecified,,,,11.47,EC50,=,11470,nM
11,504831956,10219976,CN(C1=CC=CC=C1)N=NC2=CN=CC=C2,Unspecified,,,,11.72,EC50,=,11720,nM
12,504836170,13681030,C1=CC=NC(=C1)/N=N/NC2=CC=C(C=C2)Br,Active,,,,8.08,EC50,=,8080,nM
13,504839964,13681029,COC1=CC=C(C=C1)N/N=N/C2=CC=CC=N2,Active,,,,1.56,EC50,<,1560,nM
