PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,124957270,53317246,CC1(CC(CC(N1)(C)C)NC2=NC3=CC=CC=C3C(=N2)C4=CC=C(S4)C5=CC=C(C=C5)Cl)C,Active,,,,0.04,EC50,=,40,nM
2,124962548,53319861,CC(=O)C1=CC=CC(=C1)C2=CC=C(S2)C3=NC(=NC=C3)NC4CC(NC(C4)(C)C)(C)C,Active,,,,0.9,EC50,=,900,nM
3,124965117,49786171,C1=CC=C2C(=C1)C(=NC(=N2)NCC3=CN=CC=C3)C4=CC=C(S4)C5=CC=C(C=C5)Cl,Active,,,,0.07,EC50,=,70,nM
4,124965118,53321155,C1[C@@H]2[C@H]([C@@H](S1)CCCCC(=O)NCCOCCOCCNC3=NC4=CC=CC=C4C(=N3)C5=CC=C(S5)C6=CC=C(C=C6)Cl)NC(=O)N2,Active,,,,0.234,EC50,=,234,nM
5,124975672,53326401,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)C3=CC=C(S3)C4=CC=CC(=N4)/C=C/C(C)(C)N)C,Active,,,,1.69,EC50,=,1690,nM
6,124975673,53326402,CC1(CC(CC(N1)(C)C)NC2=NC=CC(=N2)C3=CC=C(S3)C4=CC=C(C=C4)Cl)C,Active,,,,0.27,EC50,=,270,nM
7,124975674,53326403,C1CN(CCN1)C2=NC=CC(=N2)C3=CC=C(S3)C4=CC=C(C=C4)Cl,Active,,,,0.09,EC50,=,90,nM
