PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440115911,155514596,C1=CC=C(C(=C1)C(=O)NC2=NC3=CC(=C(C=C3S2)O)O)OC4=CC5=C(C=C4)C=C(C=C5)O,Active,,,,4.2,IC50,=,4200,nM
2,440129479,155523375,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC[C@H]2C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Unspecified,,,,13,IC50,=,13000,nM
3,440132272,155525254,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)NC2=NC3=CC(=C(C=C3S2)O)O,Unspecified,,,,23,IC50,=,23000,nM
4,440135465,155527314,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Unspecified,,,,15.3,IC50,=,15300,nM
5,440136253,155527819,CC1=CC=C(C=C1)S(=O)(=O)N2CCC[C@H]2C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Unspecified,,,,25.2,IC50,=,25200,nM
6,440138495,155529284,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Active,,,,10,IC50,=,10000,nM
7,440155797,155539908,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC[C@@H]2C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Unspecified,,,,29,IC50,=,29000,nM
8,440158354,155541062,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)C3=CC=CC=C3)C(=O)NC4=NC5=CC(=C(C=C5S4)O)O,Unspecified,,,,10.9,IC50,=,10900,nM
9,440164080,155543401,CC1=CC=C(C=C1)S(=O)(=O)N2CCC[C@@H]2C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Unspecified,,,,19.7,IC50,=,19700,nM
10,440171946,155546510,C1C[C@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)C3=CC=CC=C3)C(=O)NC4=NC5=CC(=C(C=C5S4)O)O,Unspecified,,,,13.5,IC50,=,13500,nM
11,440194608,155555509,C1C[C@@H](N(C1)C(=O)C2=CC=CC=C2)C(=O)NC3=NC4=C(S3)C=C(C=C4)[N+](=O)[O-],Unspecified,,,,33.9,IC50,=,33900,nM
12,440221672,155566277,C1C[C@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Active,,,,8.58,IC50,=,8580,nM
