PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,374265149,122689698,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)S(=O)(=O)C,Active,,,,0.02,EC50,=,20,nM,
2,374265149,122689698,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)S(=O)(=O)C,Active,,,,0.002,EC50,=,2,nM,
3,374281058,122689693,CC1=C(C=CC2=C1NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC)F,Active,,,,0.002,EC50,=,2,nM,
4,374282150,122697815,CC1=CC(=CC2=C1NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC)OC(F)(F)F,Active,,,,0.0001,EC50,=,0.1,nM,
5,374285335,122689692,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.00097,EC50,=,0.97,nM,
6,374285335,122689692,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.0009,EC50,=,0.9,nM,
7,374296540,122689696,CC1=CC2=C(C=C1F)NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.0004,EC50,=,0.4,nM,
8,404684595,86729047,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,0.086,EC50,=,86,nM,
9,494427311,133083036,COC1=CC(=CC(=C1)N[C@@H](C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)OC(F)(F)F)S(=O)(=O)C,Active,,,,0.0002,EC50,=,0.2,nM,
10,519997262,177638562,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43)S(=O)(=O)CCCO,Inactive,,,Potential missing data,,EC50,,,,Not Active
11,520016238,122689701,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=CC(=C(C=C43)OC(F)(F)F)OC)S(=O)(=O)C,Active,,,,0.0003,EC50,=,0.3,nM,
12,520018540,121484802,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)F)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.04,EC50,=,40,nM,
13,520019448,177648653,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OC)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,0.04,EC50,=,40,nM,
14,520019455,126697711,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OCCO)C(=O)C3=CNC4=C3C=CC(=C4)F)S(=O)(=O)C,Active,,,,0.001,EC50,=,1,nM,
15,520020496,122689697,COC1=CC2=C(C=C1)C(=CN2)C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.004,EC50,=,4,nM,
16,520021267,126698136,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OCCO)C(=O)C3=CNC4=C3C=CC(=C4)F)S(=O)(=O)C,Active,,,,0.008,EC50,=,8,nM,
17,520021540,122689687,CC1=C(C=CC2=C1NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC)OC,Active,,,,0.002,EC50,=,2,nM,
18,520041529,177652324,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43)S(=O)(=O)C,Active,,,,0.088,EC50,=,88,nM,
19,520055856,121484813,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)S(=O)(=O)C,Active,,,,0.008,EC50,=,8,nM,
20,520056740,177658585,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OC)C(=O)C3=CNC4=CC=CC=C43)S(=O)(=O)C,Active,,,,0.012,EC50,=,12,nM,
21,520056758,122689689,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)C(F)(F)F)S(=O)(=O)C,Active,,,,0.0004,EC50,=,0.4,nM,
22,520057825,126714640,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OCCO)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.002,EC50,=,2,nM,
23,520059798,126698175,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)F)OCCO)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.003,EC50,=,3,nM,
24,520060885,122689695,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=CC(=C(C=C43)F)OC)S(=O)(=O)C,Active,,,,0.004,EC50,=,4,nM,
