PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,440114579,138393295,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CN=CC=C4)N=C2)OC,Active,,,,0.0428,EC50,=,42.8,nM,
2,440114579,138393295,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CN=CC=C4)N=C2)OC,Active,,,,1.49,EC90,=,1.49,uM,
3,440114579,138393295,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CN=CC=C4)N=C2)OC,Unspecified,,,Potential missing data,,Inhibition,,,,Dose-dependent effect
4,440184108,10156251,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CN=CC=C4)N=C2)OC,Active,,,,0.739,EC50,=,739,nM,
5,440184108,10156251,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CN=CC=C4)N=C2)OC,Active,,,,3.32,EC90,=,3.32,uM,
6,440184108,10156251,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3NC(=O)C4=CN=CC=C4)N=C2)OC,Unspecified,,,Potential missing data,,Inhibition,,,,Dose-dependent effect
