PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103628489,9848107,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNC/C=C/C3=CC=C(C=C3)Br.Cl,Active,,,,0.96,IC50,=,960,nM
2,104234171,3006531,C1=CC=C(C(=C1)N)S/C(=C(/C(=C(/SC2=CC=CC=C2N)\N)/C#N)\C#N)/N,Unspecified,,,,14.2,IC50,=,14200,nM
3,242169820,17756796,CCN(CC)CC1CCN(CC1)C2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl,Active,,,,0.9,IC50,=,900,nM
4,404652556,134817201,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=C(C=N3)C4=CC(=C(C=C4)N)OC,Active,,,,3.5,EC50,=,3500,nM
5,440114579,138393295,COC1=C(C=C(C=C1)C2=CC3=C(NC=C3C#CC4=CN=CC=C4)N=C2)OC,Active,,,,0.043,EC50,=,43,nM
6,440198421,139532554,COC1=CC=C(C=C1)S(=O)(=O)N(CCCC(=O)C2CCCCCC2)C3=CC=CC=C3,Active,,,,1.52,EC50,=,1520,nM
7,442056594,156016676,C[C@@H]1CN(C[C@@H](O1)C)C2=C3C(=NS2)C=CC(=N3)C4=CC(=C(C=C4)OC)OC,Active,,,,1,EC50,=,1000,nM
