PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,404695971,145979325,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)C(F)(F)F,Active,,,,3.36,CC50,=,3360,nM
2,404696257,145979514,CN(C)CCCC(=O)NC1=CC=C(C=C1)CN2C(=O)C3C=CC=CC3C(=N2)C4=CC=C(C=C4)F,Unspecified,,,,38.2,CC50,=,38200,nM
3,404696404,145979615,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=CC=C4C(F)(F)F,Unspecified,,,,35.72,CC50,=,35720,nM
4,404696916,145979948,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=CC=C4F,Unspecified,,,,52.5,CC50,=,52500,nM
5,404697070,145980042,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CN=CC=C4,Unspecified,,,,67.96,CC50,=,67960,nM
6,404697413,145980270,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)C#N,Unspecified,,,,37,CC50,=,37000,nM
7,404699332,145981507,CN(C)CCCCN(C1=CC=CC=C1CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)F)C(=O)O,Unspecified,,,,48.5,CC50,=,48500,nM
8,404700508,145982271,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=CC=C4C#N,Unspecified,,,,90.71,CC50,=,90710,nM
9,404700580,145982316,CN1C=C(C=N1)C2=NN(C(=O)C3=CC=CC=C32)CC4=CC=C(C=C4)NC(=O)OCCCCN(C)C,Unspecified,,,,55.86,CC50,=,55860,nM
10,404701489,145982924,CN(C)CCCCN(C1=CC=C(C=C1)N2C(=O)C3C=CC=CC3C(=N2)C4=CC=C(C=C4)F)C(=O)O,Unspecified,,,,21.76,CC50,=,21760,nM
11,404702854,145983903,CN(C)CCCCC(=O)NC1=CC=C(C=C1)CN2C(=O)C3C=CC=CC3C(=N2)C4=CC=C(C=C4)F,Unspecified,,,,77.65,CC50,=,77650,nM
12,404706304,145986336,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=NC=C4,Unspecified,,,,62.67,CC50,=,62670,nM
13,404707656,145987241,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CN=CN=C4,Unspecified,,,,65.29,CC50,=,65290,nM
14,404708206,145987590,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=CC=C4OC,Unspecified,,,,44.75,CC50,=,44750,nM
15,404708248,145987621,CN(C)CCCCN(C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)F)C(=O)O,Unspecified,,,,19.04,CC50,=,19040,nM
16,404709428,145988367,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC(=CC=C4)F,Unspecified,,,,37.39,CC50,=,37390,nM
17,404709745,145988565,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC(=CC=C4)OC,Unspecified,,,,17.63,CC50,=,17630,nM
18,404710192,145988853,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC(=CC=C4)C(F)(F)F,Unspecified,,,,11.59,CC50,=,11590,nM
19,404711069,145989412,C1=CC2C(C=C1)C(=O)N(N=C2C3=CC=C(C=C3)F)CC4=CC=C(C=C4)N,Unspecified,,,,80,CC50,>,80000,nM
20,404711964,145989986,CN(C)CCCCNC(=O)NC1=CC=C(C=C1)CN2C(=O)C3C=CC=CC3C(=N2)C4=CC=C(C=C4)F,Unspecified,,,,46.6,CC50,=,46600,nM
21,404712241,145990160,CN(C)CCCCN(C1=CC=CC(=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)F)C(=O)O,Active,,,,8.51,CC50,=,8510,nM
22,404712982,145990632,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)OC,Unspecified,,,,20.34,CC50,=,20340,nM
23,404713275,145990829,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=CC(=C4)C#N,Unspecified,,,,17.18,CC50,=,17180,nM
24,404713315,145990851,CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3C=CC=CC3C(=N2)C4=CC=C(C=C4)F,Unspecified,,,,19.5,CC50,=,19500,nM
25,404714884,145991878,CC(C1=CC=C(C=C1)N(CCCCN(C)C)C(=O)O)N2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)F,Unspecified,,,,15.16,CC50,=,15160,nM
26,404716847,145993126,CN(C)CCCCOC(=O)NC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=CC=C4,Unspecified,,,,16.04,CC50,=,16040,nM
