PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,160668537,916641,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2,Active,,,,5.01,EC50,=,5010,nM,
2,160668538,833351,CC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,,,,4.86,EC50,=,4860,nM,
3,160668539,53372028,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC(=C2Cl)C(F)(F)F,Active,,,,0.85,EC50,=,850,nM,
4,160668540,916635,CC1=CC(=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C)C,Active,,,,0.88,EC50,=,880,nM,
5,160668541,70681854,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)NC.Cl,Active,,,,1.45,EC50,=,1450,nM,
6,160668542,70681855,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N(C)C.Cl,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
7,160668562,53372566,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3Cl)N,Active,,,,0.05,EC50,=,50,nM,
8,160668563,53372692,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)N=C(C3=CC=CC=C3Cl)N)OC,Active,,,,2.06,EC50,=,2060,nM,
9,160673868,136244217,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3Cl)OC)SCC(=O)OC(C)(C)C,Unspecified,,,,25,EC50,>,25000,nM,
10,160673869,2901416,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2[N+](=O)[O-],Active,,,,3.7,EC50,=,3700,nM,
11,160673870,5138720,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)[N+](=O)[O-],Unspecified,,,,25,EC50,>,25000,nM,
12,160673871,4505331,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2C(=O)O,Unspecified,,,,25,EC50,>,25000,nM,
13,160673872,880288,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=N2,Unspecified,,,,25,EC50,>,25000,nM,
14,160673873,2294951,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=C(C=C(C=C2)Cl)Cl,Unspecified,,,,25,EC50,>,25000,nM,
15,160673874,1340630,CC1=C(C=CC=C1Cl)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,,,,0.919,EC50,=,919,nM,
16,160673875,2298993,CC1=C(C=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C)C,Active,,,,1.23,EC50,=,1230,nM,
17,160673890,70683975,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=NC=CN3)OC,Unspecified,,,,25,EC50,>,25000,nM,
18,160673891,70683976,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC(=CC=C3)NC)OC.Cl,Unspecified,,,,25,EC50,>,25000,nM,
19,160673892,70683978,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=C(C=C3)NC)OC.Cl,Unspecified,,,,25,EC50,>,25000,nM,
20,160673893,2293524,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=NC(=CS2)C3=CC(=C(C=C3)OC)OC,Unspecified,,,,25,EC50,>,25000,nM,
21,160679176,136015145,CCSC(=NC1=CC=CC=C1Cl)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,,,,0.51,EC50,=,510,nM,
22,160679177,136015144,CCSC(=NC1=CC(=C(C=C1)NC(=O)C2=CC=CC=C2Cl)OC)NC(=O)C3=CC=C(C=C3)C(C)(C)C,Active,,,,0.3,EC50,=,300,nM,
23,160679178,136244270,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3Cl)OC)N,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
24,160679179,833235,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)Cl,Unspecified,,,,25,EC50,>,25000,nM,
25,160679180,1328458,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)C(=O)O,Unspecified,,,,25,EC50,>,25000,nM,
26,160679181,1226900,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2OC,Active,,,,1.15,EC50,=,1150,nM,
27,160679182,916634,CC1=CC(=C(C=C1)C)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Unspecified,,,,25,EC50,>,25000,nM,
28,160679196,53372810,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3N)OC,Unspecified,,,,25,EC50,>,25000,nM,
29,160679197,70686096,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=C(C=C3)N)OC.Cl,Unspecified,,,,25,EC50,>,25000,nM,
30,160679198,70686097,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)NC(=O)CCN(C)C)OC,Unspecified,,,,25,EC50,>,25000,nM,
