PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,124963934,44633776,C#C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC3=C(N=CN=C32)N)CO)O)O,Active,,,,0.23,EC50,=,230,nM
2,504795046,172439864,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NC4CCC4,Active,,,,2.5,EC50,=,2500,nM
3,504796965,172441210,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NC(CC)CC,Active,,,,2.2,EC50,=,2200,nM
4,504799399,172442897,CCC1=CC(=CC=C1)OC2=CC(=C(C=C2)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4)C(=O)NCC5=CC6=C(C=C5)OCO6,Active,,,,5.9,EC50,=,5900,nM
5,504800078,172443371,COC1=C(C=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C)OC,Unspecified,,,,48.8,EC50,=,48800,nM
6,504803335,172445634,C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5,Active,,,,7.3,EC50,=,7300,nM
7,504804473,172446427,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCCCC4=CC=CC=C4,Active,,,,3.9,EC50,=,3900,nM
8,504808437,172449166,COC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCC4=CC=CC=C4,Active,,,,4.8,EC50,=,4800,nM
9,504809399,172449841,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCC4CCCCC4,Active,,,,0.54,EC50,=,540,nM
10,504809964,172450227,CS(=O)(=O)NC1=C(C=C(C=C1)OC2=CC(=CC=C2)Br)C(=O)NCC3=CC(=C(C=C3)F)F,Unspecified,,,,42.6,EC50,=,42600,nM
11,504814244,172453193,CCCOC1=CC(=C(C=C1)NC(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCC4=CC=CC=C4,Active,,,,5.6,EC50,=,5600,nM
12,504816691,172454876,C1=CC2=C(C(=C1)S(=O)(=O)NC3=C(C=C(C=C3)OC4=CC(=CC=C4)Br)C(=O)NCC5=CC(=C(C=C5)F)F)N=CC=C2,Active,,,,5.6,EC50,=,5600,nM
13,504818878,172456418,CCC1=CC(=CC=C1)OC2=CC(=C(C=C2)NS(=O)(=O)C)C(=O)N[C@H](C)C3=CC=CC=C3,Unspecified,,,,17.9,EC50,=,17900,nM
14,504820392,172457452,C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C4=CC(=C(C=C4)F)F,Unspecified,,,,12.5,EC50,=,12500,nM
15,504821207,172458025,CS(=O)(=O)NC1=C(C=C(C=C1)OC2=CC(=CC=C2)Br)C(=O)NCC3=CC=CC=C3,Unspecified,,,,47.5,EC50,=,47500,nM
16,504823027,168355525,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCC4=CC=CC=C4,Active,,,,0.87,EC50,=,870,nM
17,504823182,172459377,CCC1=CC(=CC=C1)OC2=CC(=C(C=C2)NS(=O)(=O)C)C(=O)NCC3=CC=CC=C3,Unspecified,,,,44.9,EC50,=,44900,nM
18,504825638,172461079,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NC4CCCC5=CC=CC=C45,Active,,,,1.9,EC50,=,1900,nM
19,504825999,172461318,C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)OC3=CC=CC=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5,Active,,,,3.9,EC50,=,3900,nM
20,504826842,172461932,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NC4CC4,Active,,,,8.7,EC50,=,8700,nM
21,504827566,172462411,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)OC3=CC(=CC=C3)Br)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5,Active,,,,4.4,EC50,=,4400,nM
22,504827789,172462562,CCC1=CC(=CC=C1)OC2=CC(=C(C=C2)NS(=O)(=O)C)C(=O)NCC3=CC(=C(C=C3)F)F,Unspecified,,,,33.9,EC50,=,33900,nM
23,504830661,172464571,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NCCC4=CC=CC=C4,Active,,,,2.2,EC50,=,2200,nM
24,504830704,172464588,CCC1=CC(=CC=C1)OC2=CC(=C(C=C2)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4)C(=O)NCC5=CC=CC=C5,Active,,,,3,EC50,=,3000,nM
25,504833124,172466313,CCCOC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)N4CCC5=CC=CC=C5C4,Active,,,,6.1,EC50,=,6100,nM
