PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,482052491,168272962,C1=CC=C(C(=C1)C2=NN=C(S2)/N=C/3\NC(=O)/C(=C/C4=CC(=CC=C4)F)/S3)F,Active,,,,7.2,IC50,=,7200,nM
2,482068878,168284937,C1=CC=C(C(=C1)C2=NN=C(S2)/N=C/3\NC(=O)/C(=C/C4=CC(=CC=C4)F)/S3)Cl,Active,,,,2.1,IC50,=,2100,nM
3,482076854,168290703,C1=CC(=CC(=C1)F)/C=C\2/C(=O)N/C(=N\C3=NN=C(S3)C4=CC(=CC=C4)F)/S2,Active,,,,2.3,IC50,=,2300,nM
4,482077003,168290808,C1=CC(=CC(=C1)F)C2=NN=C(S2)/N=C/3\NC(=O)/C(=C/C4=C(C=CC=C4Cl)Cl)/S3,Active,,,,5.8,IC50,=,5800,nM
5,482080278,168293206,C1=CC(=CC(=C1)F)/C=C\2/C(=O)N/C(=N\C3=NN=C(S3)C4=CN=CC=C4)/S2,Active,,,,5.5,IC50,=,5500,nM
