"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL265502";"SURAMIN";"3.0";"1297.30";"None";"None";"suramin";"Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1";"Kd";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL663652";"Dissociation constant for Dengue virus envelope protein binding by surface plasmon resonance";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1134516";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"40.0"
"CHEMBL2165927";"";"None";"353.46";"0";"0.52";"3v";"OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOCc1ccccc1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL2167904";"Antiviral activity against 0.01 MOI DENV infected in human Huh7.5 cells assessed as reduction in viral E2 protein level at 0.1 to 100 uM after 2 days by Western blotting";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL2163238";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307515";"";"";"";""
"CHEMBL2163419";"";"None";"357.42";"0";"0.52";"3j";"OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOc1cccc(F)c1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL2167904";"Antiviral activity against 0.01 MOI DENV infected in human Huh7.5 cells assessed as reduction in viral E2 protein level at 0.1 to 100 uM after 2 days by Western blotting";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL2163238";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307515";"";"";"";""
"CHEMBL2165944";"";"None";"359.51";"0";"1.05";"2l";"OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOC1CCCCCC1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL2167904";"Antiviral activity against 0.01 MOI DENV infected in human Huh7.5 cells assessed as reduction in viral E2 protein level at 0.1 to 100 uM after 2 days by Western blotting";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL2163238";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307515";"";"";"";""
"CHEMBL1269812";"";"None";"265.27";"0";"-0.65";"6";"Cc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"IC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1273412";"Antiviral activity against Dengue virus type 2 in Vero cells assessed as inhibition of viral RNA replication after 6 days by RT-PCR analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL1269004";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307520";"";"";"";"0.039"
"CHEMBL2403285";"";"None";"486.52";"0";"2.16";"1d";"O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2405888";"Antiviral activity against DENV serotype 2 NGC infected in mosquito C6/36 cells assessed as inhibition of virus-induced cytopathic effect after 1 week";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"C6/36";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2401640";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";""
"CHEMBL2403282";"";"None";"486.52";"0";"2.16";"1a";"O=c1ccn([C@@H]2O[C@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@@H](O)[C@H]2O)c(=O)[nH]1";"EC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2405888";"Antiviral activity against DENV serotype 2 NGC infected in mosquito C6/36 cells assessed as inhibition of virus-induced cytopathic effect after 1 week";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"C6/36";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2401640";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"6.0"
"CHEMBL2413323";"";"None";"350.76";"0";"0.43";"13";"Nc1ncnc2c1c1c(Cl)cccc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"EC50";"'='";"850.0";"nM";"6.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2416360";"Antiviral activity against Dengue virus 2 infected in Vero cells after 3 days by fluorescence microscopy";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2413035";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307520";"";"";"";"0.85"
"CHEMBL4064534";"";"None";"491.60";"0";"4.91";"YKL-04-085";"Cc1ccc(-n2c(=O)ccc3ccc4ccc(-c5cnn(C)c5)cc4c32)cc1NC(=O)/C=C/CN(C)C";"IC90";"'='";"555.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4043016";"Antiviral activity against Dengue virus serotype 2 strain New Guinea C infected in HuH7 cells measured at 24 hrs post infection by focus forming assay";"F";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4041550";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";"";"0.555"
"CHEMBL4091991";"";"None";"524.60";"2";"5.01";"BMX-IN-1";"C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4043018";"Antiviral activity against Dengue virus serotype 2 strain New Guinea C infected in HuH7 cells at 2.5 to 10 uM measured at 24 hrs post infection by focus forming assay";"F";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4041550";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";"";""
"CHEMBL1630219";"";"None";"333.30";"0";"-2.27";"NITD449";"C#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(C(N)=O)c2c(N)ncnc21";"EC50";"'='";"1940.0";"nM";"5.71";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1638751";"Antiviral activity against Dengue virus 3 MY22366 infected in human A549 cells by CFI assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 3";"None";"None";"A549";"None";"";"";"";"CHEMBL612717";"dengue virus type 3";"dengue virus type 3";"ORGANISM";"CHEMBL1629704";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"CHEMBL3307651";"";"";"";"1.94"
"CHEMBL1630220";"";"None";"473.49";"1";"0.14";"NITD203";"C#C[C@@]1(O)[C@H](OC(=O)C(C)C)[C@@H](COC(=O)C(C)C)O[C@H]1n1cc(C(N)=O)c2c(N)ncnc21";"FC";"'='";"4.4";"";"";"";"";"";"";"";"";"";"0";"CHEMBL1639815";"Antiviral activity against Dengue virus 2 TSV01 infected in AG129 mouse assessed as reduced viremia by 10 mg/kg, po BID for 3 days measured on day 4 by plaque assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"DOSE = 10.0 mg.kg-1 | ROUTE: Oral";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL1629704";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"4.4"
"CHEMBL1630219";"";"None";"333.30";"0";"-2.27";"NITD449";"C#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(C(N)=O)c2c(N)ncnc21";"EC50";"'='";"4640.0";"nM";"5.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1639674";"Antiviral activity against Dengue virus 2 NGC infected in human A549 cells after 2 days by CFI assay in presence of 40 mg/ml human serum albumin and 2 mg/ml alpha-1-acid glycoprotein";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL1629704";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"CHEMBL3307651";"";"";"";"4.64"
"CHEMBL1631361";"";"None";"428.95";"1";"6.69";"6";"Clc1ccc(-c2ccc(-c3nc(NCc4cccnc4)nc4ccccc34)s2)cc1";"EC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1638308";"Antiviral activity against Dengue virus NGC infected in human A549 cells assessed as decrease in viral E protein production after 48 hrs by CFI assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"A549";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1629677";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3307651";"";"";"";"0.07"
"CHEMBL1631358";"";"None";"427.02";"1";"6.25";"3";"CC1(C)CC(Nc2nccc(-c3ccc(-c4ccc(Cl)cc4)s3)n2)CC(C)(C)N1";"EC50";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1638311";"Antiviral activity against 0.0001 MOI Dengue virus NGC infected in Cricetinae BHK21 cells assessed as decrease in viral E protein production after 48 hrs by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1629677";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3308360";"";"";"";"0.32"
"CHEMBL1631361";"";"None";"428.95";"1";"6.69";"6";"Clc1ccc(-c2ccc(-c3nc(NCc4cccnc4)nc4ccccc34)s2)cc1";"EC50";"'='";"119.0";"nM";"6.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1638310";"Antiviral activity against DENV-2 NGC infected in human A549 cells assessed as decrease in viral E protein production after 48 hrs by CFI assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL1629677";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3307651";"";"";"";"0.119"
"CHEMBL1652113";"";"None";"331.45";"0";"0.00";"OSL-95II";"OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCC1(O)CCCCC1";"EC90";"'='";"8.7";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1662261";"Antiviral activity against Dengue virus C infected in african green monkey Vero cells assessed as reduction in viral titer after 72 hrs by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1649172";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3307520";"";"";"";"8.7"
"CHEMBL1652117";"";"None";"359.51";"0";"0.90";"CM-9-78";"CC1CCC(OCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)CC1";"EC50";"'='";"6750.0";"nM";"5.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1662261";"Antiviral activity against Dengue virus C infected in african green monkey Vero cells assessed as reduction in viral titer after 72 hrs by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1649172";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3307520";"";"";"";"6.75"
"CHEMBL408500";"";"None";"289.42";"0";"0.50";"NNDNJ";"CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO";"EC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1662261";"Antiviral activity against Dengue virus C infected in african green monkey Vero cells assessed as reduction in viral titer after 72 hrs by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1649172";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3307520";"";"";"";"1.1"
"CHEMBL2348484";"";"None";"458.64";"0";"2.12";"5";"CC1CCCCC1N(CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)C(=O)OC(C)(C)C";"EC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2351674";"Antiviral activity against Dengue virus infected in BHK cells";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"BHK";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL2346610";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"0.3"
"CHEMBL98248";"";"None";"359.22";"0";"4.76";"42";"COc1cc2nccc(Nc3cccc(Br)c3)c2cc1OC";"EC50";"'='";"9800.0";"nM";"5.01";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5037906";"Antiviral activity against DENV2 New Guinea C strain infected in human Huh7 cells assessed as reduction in viral infection measured after 48 hrs post infection by renilla luciferase assay relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5036348";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 48.0 hr";"";"";"9.8"
"CHEMBL5082506";"";"None";"275.31";"0";"3.36";"48";"C#Cc1cccc(Nc2ncnc3cc(OC)ccc23)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5037906";"Antiviral activity against DENV2 New Guinea C strain infected in human Huh7 cells assessed as reduction in viral infection measured after 48 hrs post infection by renilla luciferase assay relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5036348";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 48.0 hr";"";"";"10.0"
"CHEMBL4583831";"";"None";"387.50";"0";"4.04";"7";"COc1ccc(S(=O)(=O)N(CCCC(=O)C2CCC2)c2ccccc2)cc1";"Activity";"'='";"33.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4381649";"Antiviral activity against eGFP-fused Dengue virus 2 infected in human BE(2)-C cells assessed as viral infection level by measuring intensity of eGFP emission from infected cells at 3.13 uM incubated for 24 hrs relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4376891";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"33.0"
"CHEMBL4572769";"";"None";"511.73";"2";"7.26";"16";"COc1ccc(S(=O)(=O)N(CCCC(=O)C2CCCCCC2)c2ccc(C3CCCCC3)cc2)cc1";"Activity";"'='";"36.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4381648";"Antiviral activity against eGFP-fused Dengue virus 2 infected in human BE(2)-C cells assessed as viral infection level by measuring intensity of eGFP emission from infected cells at 1.56 uM incubated for 24 hrs relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4376891";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"36.1"
"CHEMBL4583831";"";"None";"387.50";"0";"4.04";"7";"COc1ccc(S(=O)(=O)N(CCCC(=O)C2CCC2)c2ccccc2)cc1";"Activity";"'='";"42.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4381648";"Antiviral activity against eGFP-fused Dengue virus 2 infected in human BE(2)-C cells assessed as viral infection level by measuring intensity of eGFP emission from infected cells at 1.56 uM incubated for 24 hrs relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4376891";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"42.8"
"CHEMBL4569699";"";"None";"347.44";"0";"3.26";"5";"COc1ccc(S(=O)(=O)N(CCCC(C)=O)c2ccccc2)cc1";"Activity";"'='";"92.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4381648";"Antiviral activity against eGFP-fused Dengue virus 2 infected in human BE(2)-C cells assessed as viral infection level by measuring intensity of eGFP emission from infected cells at 1.56 uM incubated for 24 hrs relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4376891";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"92.8"
"CHEMBL4556306";"";"None";"429.58";"1";"5.21";"9";"COc1ccc(S(=O)(=O)N(CCCC(=O)C2CCCCCC2)c2ccccc2)cc1";"Activity";"'='";"23.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4381659";"Antiviral activity against Dengue virus 2 infected in human BE(2)-C cells assessed as NS3 protein expression at 6.25 uM incubated for 48 hrs by Western blot analysis (Rvb = 100%)";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4376891";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"23.1"
"CHEMBL5086382";"";"None";"320.46";"0";"1.59";"9";"CC(C)NC(=S)Nc1ccc2n(c1=O)C[C@@H]1C[C@H]2CN(C)C1";"Inhibition";"'='";"61.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5032281";"Antiviral activity against DENV2 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect at 10 uM measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 10.0 microM | TIME = 96.0 hr";"";"";"61.4"
"CHEMBL5076961";"";"None";"289.40";"0";"1.33";"12";"C=CCNC(=S)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2";"Inhibition";"'='";"86.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5032281";"Antiviral activity against DENV2 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect at 10 uM measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 10.0 microM | TIME = 96.0 hr";"";"";"86.4"
"CHEMBL5089714";"";"None";"397.48";"0";"0.46";"17";"C=CCN1C[C@H]2C[C@@H](C1)c1ccc(NCc3cn(C)c(=O)n(C)c3=O)c(=O)n1C2";"Inhibition";"'='";"43.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5032281";"Antiviral activity against DENV2 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect at 10 uM measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 10.0 microM | TIME = 96.0 hr";"";"";"43.3"
"CHEMBL5078109";"";"None";"304.39";"0";"1.43";"10";"CC(C)NC(=O)Nc1ccc2n(c1=O)C[C@@H]1C[C@H]2CN(C)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5032284";"Antiviral activity against DENV2 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 96.0 hr";"";"";""
"CHEMBL5088369";"";"None";"429.48";"0";"-0.55";"19";"COC(=O)CN1C[C@H]2C[C@@H](C1)c1ccc(NCc3cn(C)c(=O)n(C)c3=O)c(=O)n1C2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5032284";"Antiviral activity against DENV2 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 96.0 hr";"";"";""
"CHEMBL5076961";"";"None";"289.40";"0";"1.33";"12";"C=CCNC(=S)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5032287";"Antiviral activity against DENV2 infected in human A549 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 96.0 hr";"";"";"0.1"
"CHEMBL5090528";"";"None";"325.44";"0";"2.66";"13";"O=c1cccc2n1C[C@@H]1C[C@H]2CN(C(=S)Nc2ccccc2)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5032287";"Antiviral activity against DENV2 infected in human A549 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 96.0 hr";"";"";""
"CHEMBL1630221";"";"None";"290.28";"0";"-1.37";"NITD008";"C#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc2c(N)ncnc21";"EC50";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1638753";"Antiviral activity against Dengue virus 2 NGC infected in human PBMC cells by plaque assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"PBMC";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL1629704";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"CHEMBL3308021";"";"";"";"0.58"
"CHEMBL1631360";"";"None";"477.08";"1";"7.40";"5";"CC1(C)CC(Nc2nc(-c3ccc(-c4ccc(Cl)cc4)s3)c3ccccc3n2)CC(C)(C)N1";"EC50";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1638311";"Antiviral activity against 0.0001 MOI Dengue virus NGC infected in Cricetinae BHK21 cells assessed as decrease in viral E protein production after 48 hrs by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1629677";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3308360";"";"";"";"0.084"
"CHEMBL1631361";"";"None";"428.95";"1";"6.69";"6";"Clc1ccc(-c2ccc(-c3nc(NCc4cccnc4)nc4ccccc34)s2)cc1";"EC50";"'='";"68.0";"nM";"7.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1638313";"Antiviral activity against DENV-2 NGC infected in Cricetinae BHK21 cells assessed as decrease in viral E protein production after 48 hrs by CFI assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL1629677";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3308360";"";"";"";"0.068"
